schema_version,study_id,view,path_index,security_service_cv,immigration_service_cv,scenario_id,metric,n_replications,mean,standard_error,ci_level,ci_low,ci_high
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SECURITY_CV_AT_IMMIGRATION_CV_ZERO,0,0,0,SERVICE_VARIABILITY_SCV000_ICV000,total_queue_wait_p95_seconds,50,3.92879239474,0.384147863602,0.95,3.15681836065,4.70076642883
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SECURITY_CV_AT_IMMIGRATION_CV_ZERO,1,0.5,0,SERVICE_VARIABILITY_SCV050_ICV000,total_queue_wait_p95_seconds,50,4.00259757896,0.398063502626,0.95,3.20265902128,4.80253613664
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SECURITY_CV_AT_IMMIGRATION_CV_ZERO,2,1,0,SERVICE_VARIABILITY_SCV100_ICV000,total_queue_wait_p95_seconds,50,3.97050822914,0.393462343801,0.95,3.1798160463,4.76120041198
