schema_version,study_id,security_service_cv,immigration_service_cv,scenario_id,reference_scenario_id,metric,difference_direction,comparison_method,n_pairs,difference_mean,standard_deviation,standard_error,degrees_of_freedom,ci_level,ci_low,ci_high,crn_alignment_status,analysis_role
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,security_wait_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-0.10182262076,1.42356494495,0.201322485207,49,0.95,-0.50639530171,0.30275006019,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,immigration_wait_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,2.04607330412,3.54745563594,0.501685987226,49,0.95,1.03789756738,3.05424904086,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,peak_security_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-0.66,3.19827759768,0.452304755488,49,0.95,-1.56894043626,0.248940436264,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,peak_immigration_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,3.74,5.3597517457,0.757983360972,49,0.95,2.21677540763,5.26322459237,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,peak_total_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,2.66,5.40827031084,0.764844922257,49,0.95,1.12298658399,4.19701341601,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_security_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-0.0153120833797,0.262047906909,0.0370591703943,49,0.95,-0.0897852745126,0.0591611077531,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_immigration_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.369884896511,1.07911139456,0.152609396951,49,0.95,0.0632048314464,0.676564961576,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_total_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.354572813132,1.0591546904,0.149787092781,49,0.95,0.0535643806378,0.655581245625,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,system_time_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,27.8418913323,3.84212786312,0.543358933239,49,0.95,26.7499706752,28.9338119894,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,system_time_p99_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,55.0911255988,13.7839646598,1.94934697652,49,0.95,51.1737661862,59.0084850114,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,system_time_max_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,101.022341286,44.5518572346,6.300584073,49,0.95,88.3608435536,113.683839019,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,cutoff_backlog,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,1.2,5.85540043769,0.828078671211,49,0.95,-0.46408639206,2.86408639206,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,0.5,1,SERVICE_VARIABILITY_SCV050_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,cohort_clear_time_after_cutoff_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,52.9262374906,27.847146949,3.93818128887,49,0.95,45.0121658931,60.840309088,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,total_queue_wait_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.0417158344,1.59076062106,0.22496752448,49,0.95,-0.410373331953,0.493805000753,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,total_queue_wait_mean_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-0.0165481516765,0.360540820052,0.0509881717507,49,0.95,-0.119012719013,0.0859164156603,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,security_wait_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-0.35132091268,1.62856544781,0.23031393435,49,0.95,-0.814154091915,0.111512266555,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,immigration_wait_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.3825609476,1.22289499336,0.172943468497,49,0.95,0.035018035886,0.730103859314,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,peak_security_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-1.54,4.22919879516,0.598099029409,49,0.95,-2.74192499885,-0.338075001149,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,peak_immigration_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,1.54,2.68943511253,0.380343561126,49,0.95,0.77567099796,2.30432900204,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,peak_total_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.28,3.01045796231,0.425743047926,49,0.95,-0.575562686492,1.13556268649,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_security_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-0.0769480479793,0.301394380392,0.0426236020374,49,0.95,-0.162603383151,0.0087072871922,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_immigration_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.0618208788624,0.36318814351,0.0513625598244,49,0.95,-0.0413960494764,0.165037807201,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_total_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-0.0151271691169,0.488809726252,0.0691281344286,49,0.95,-0.154045356254,0.12379101802,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,system_time_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,35.1810415827,5.51532918113,0.779985332891,49,0.95,33.6136023724,36.748480793,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,system_time_p99_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,75.7134248849,13.6857580742,1.935458468,49,0.95,71.8239754751,79.6028742947,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,system_time_max_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,154.493679279,57.533013762,8.13639683465,49,0.95,138.14297768,170.844380877,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,cutoff_backlog,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-0.52,4.39962892684,0.622201489774,49,0.95,-1.77036070636,0.730360706356,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV000,cohort_clear_time_after_cutoff_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,85.5359816331,57.7038615218,8.16055835654,49,0.95,69.1367256386,101.935237628,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,total_queue_wait_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.73759157814,1.93554992942,0.273728096084,49,0.95,0.187514374543,1.28766878174,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,total_queue_wait_mean_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.0955638450968,0.478056869639,0.067607450863,49,0.95,-0.0402984140028,0.231426104196,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,security_wait_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-0.35132091268,1.62856544781,0.23031393435,49,0.95,-0.814154091915,0.111512266555,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,immigration_wait_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,1.02003675482,1.80133699569,0.254747520971,49,0.95,0.508102444957,1.53197106468,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,peak_security_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-1.54,4.22919879516,0.598099029409,49,0.95,-2.74192499885,-0.338075001149,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,peak_immigration_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,2.24,3.0004081355,0.424321787788,49,0.95,1.38729344269,3.09270655731,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,peak_total_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,1.32,3.08677230539,0.436535525824,49,0.95,0.442749017178,2.19725098282,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_security_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-0.0769480479793,0.301394380392,0.0426236020374,49,0.95,-0.162603383151,0.0087072871922,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_immigration_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.20334519257,0.575717117183,0.081418695521,49,0.95,0.0397281982117,0.366962186928,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_total_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.126397144591,0.639030794153,0.0903726015866,49,0.95,-0.0552133976726,0.308007686854,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,system_time_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,36.7022425794,6.13540640604,0.867677495009,49,0.95,34.9585793716,38.4459057872,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,system_time_p99_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,76.3308008212,13.9468116008,1.97237701178,49,0.95,72.36716082,80.2944408223,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,system_time_max_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,154.023660335,56.543540685,7.99646421013,49,0.95,137.954163873,170.093156796,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,cutoff_backlog,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.06,4.22050388712,0.596869383722,49,0.95,-1.13945393333,1.25945393333,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,0.5,SERVICE_VARIABILITY_SCV100_ICV050,SERVICE_VARIABILITY_SCV000_ICV000,cohort_clear_time_after_cutoff_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,87.2918466559,55.1207840695,7.79525603997,49,0.95,71.6266931509,102.957000161,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,total_queue_wait_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,1.66838388736,3.48802588497,0.493281351243,49,0.95,0.677097898964,2.65966987576,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,total_queue_wait_mean_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.312144384256,0.951551719471,0.134569734697,49,0.95,0.0417163777414,0.582572390772,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,security_wait_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-0.35132091268,1.62856544781,0.23031393435,49,0.95,-0.814154091915,0.111512266555,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,immigration_wait_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,2.09579429682,3.4984719273,0.494758644717,49,0.95,1.10153957604,3.0900490176,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,peak_security_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-1.54,4.22919879516,0.598099029409,49,0.95,-2.74192499885,-0.338075001149,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,peak_immigration_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,3.8,5.11500393999,0.723370794353,49,0.95,2.34633196441,5.25366803559,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,peak_total_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,2.74,5.38633948626,0.761743435301,49,0.95,1.20921925537,4.27078074463,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_security_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,-0.0769480479793,0.301394380392,0.0426236020374,49,0.95,-0.162603383151,0.0087072871922,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_immigration_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.426738315957,1.11187116302,0.157242327836,49,0.95,0.110748027709,0.742728604204,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_total_waiting_queue,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.349790267977,1.12965065347,0.159756727489,49,0.95,0.0287471044515,0.670833431503,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,system_time_p95_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,43.4705619242,6.70540961737,0.948288122216,49,0.95,41.5649055962,45.3762182523,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,system_time_p99_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,86.0741449819,17.2906785506,2.44527121088,49,0.95,81.1601885085,90.9881014554,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,system_time_max_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,164.200112388,55.9253536177,7.90903935666,49,0.95,148.306302747,180.093922028,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,cutoff_backlog,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,0.9,6.44996440427,0.912162713734,49,0.95,-0.933059601752,2.73305960175,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,cohort_clear_time_after_cutoff_seconds,CELL_MINUS_CV_ZERO_REFERENCE,PAIRED_STUDENT_T,50,95.9926881455,52.1842985289,7.37997427225,49,0.95,81.1620745973,110.823301694,PASS,DESCRIPTIVE_EXPLORATORY_CONTRAST
