schema_version,study_id,security_service_cv,immigration_service_cv,joint_scenario_id,security_only_scenario_id,immigration_only_scenario_id,reference_scenario_id,metric,contrast,n_pairs,interaction_mean,standard_deviation,standard_error,degrees_of_freedom,ci_level,ci_low,ci_high,crn_alignment_status,analysis_role
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,peak_security_waiting_queue,JOINT_MINUS_SECURITY_ONLY_MINUS_IMMIGRATION_ONLY_PLUS_REFERENCE,50,0,0,0,49,0.95,0,0,PASS,DESCRIPTIVE_FACTORIAL_INTERACTION
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,peak_immigration_waiting_queue,JOINT_MINUS_SECURITY_ONLY_MINUS_IMMIGRATION_ONLY_PLUS_REFERENCE,50,-0.88,3.88424341909,0.549314972284,49,0.95,-1.98388976569,0.223889765687,PASS,DESCRIPTIVE_FACTORIAL_INTERACTION
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,peak_total_waiting_queue,JOINT_MINUS_SECURITY_ONLY_MINUS_IMMIGRATION_ONLY_PLUS_REFERENCE,50,0.04,3.61944859934,0.51186732975,49,0.95,-0.988635910561,1.06863591056,PASS,DESCRIPTIVE_FACTORIAL_INTERACTION
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_security_waiting_queue,JOINT_MINUS_SECURITY_ONLY_MINUS_IMMIGRATION_ONLY_PLUS_REFERENCE,50,1.7763568394e-16,1.38848098912e-15,1.96360864591e-16,49,0.95,-2.16966247083e-16,5.72237614963e-16,PASS,DESCRIPTIVE_FACTORIAL_INTERACTION
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_immigration_waiting_queue,JOINT_MINUS_SECURITY_ONLY_MINUS_IMMIGRATION_ONLY_PLUS_REFERENCE,50,0.0568887310736,0.504613504272,0.0713631261498,49,0.95,-0.0865208400812,0.200298302228,PASS,DESCRIPTIVE_FACTORIAL_INTERACTION
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,time_weighted_mean_total_waiting_queue,JOINT_MINUS_SECURITY_ONLY_MINUS_IMMIGRATION_ONLY_PLUS_REFERENCE,50,0.0568887310736,0.504613504272,0.0713631261498,49,0.95,-0.0865208400812,0.200298302228,PASS,DESCRIPTIVE_FACTORIAL_INTERACTION
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,system_time_p95_seconds,JOINT_MINUS_SECURITY_ONLY_MINUS_IMMIGRATION_ONLY_PLUS_REFERENCE,50,-12.0961774594,4.68841123878,0.663041475987,49,0.95,-13.4286091907,-10.763745728,PASS,DESCRIPTIVE_FACTORIAL_INTERACTION
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,system_time_p99_seconds,JOINT_MINUS_SECURITY_ONLY_MINUS_IMMIGRATION_ONLY_PLUS_REFERENCE,50,-37.4913821594,11.8937728009,1.68203348028,49,0.95,-40.8715549894,-34.1112093294,PASS,DESCRIPTIVE_FACTORIAL_INTERACTION
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,system_time_max_seconds,JOINT_MINUS_SECURITY_ONLY_MINUS_IMMIGRATION_ONLY_PLUS_REFERENCE,50,-88.5066254636,32.011579902,4.52712104505,49,0.95,-97.6042158112,-79.4090351159,PASS,DESCRIPTIVE_FACTORIAL_INTERACTION
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,cutoff_backlog,JOINT_MINUS_SECURITY_ONLY_MINUS_IMMIGRATION_ONLY_PLUS_REFERENCE,50,0.08,3.78956677293,0.53592567258,49,0.95,-0.996982960559,1.15698296056,PASS,DESCRIPTIVE_FACTORIAL_INTERACTION
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,1,1,SERVICE_VARIABILITY_SCV100_ICV100,SERVICE_VARIABILITY_SCV100_ICV000,SERVICE_VARIABILITY_SCV000_ICV100,SERVICE_VARIABILITY_SCV000_ICV000,cohort_clear_time_after_cutoff_seconds,JOINT_MINUS_SECURITY_ONLY_MINUS_IMMIGRATION_ONLY_PLUS_REFERENCE,50,-37.0031498204,25.214045795,3.56580455255,49,0.95,-44.1689023496,-29.8373972911,PASS,DESCRIPTIVE_FACTORIAL_INTERACTION
