schema_version,study_id,scenario_id,input_sample_id,replication_id,security_service_cv,immigration_service_cv,config_id,config_sha256,model_version,master_seed,arrival_seed,service_seed,routing_seed,tie_seed,arrivals,completed_after_drain,rejected_or_dropped_count,total_queue_wait_p95_seconds,total_queue_wait_mean_seconds,security_wait_p95_seconds,immigration_wait_p95_seconds,system_time_p95_seconds,system_time_p99_seconds,system_time_max_seconds,cutoff_backlog,cohort_clear_time_after_cutoff_seconds,security_utilization,immigration_utilization,analysis_window_start_seconds,analysis_window_end_seconds,peak_window_end_seconds,security_positive_wait_count,immigration_positive_wait_count,peak_security_waiting_queue,peak_immigration_waiting_queue,peak_total_waiting_queue,security_queue_person_seconds,immigration_queue_person_seconds,total_queue_person_seconds,time_weighted_mean_security_waiting_queue,time_weighted_mean_immigration_waiting_queue,time_weighted_mean_total_waiting_queue
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,38,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290381,202609290382,202609290383,202609290384,406,406,0,5.340556816,1.29339609539,0.000106175000013,5.079475156,52.951687194,69.707221121,104.748539343,46,32.969972079,0.738987376,0.788404448,0,300,321.203534405,21,178,4,12,12,15.599088819,484.77578822,500.374877039,0.05199696273,1.61591929407,1.6679162568
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,39,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290391,202609290392,202609290393,202609290394,388,388,0,6.026271752,0.834385932278,2.636532527,4.095255858,47.917411229,56.84801897,59.491232212,65,47.364996669,0.676958005,0.694763137,0,300,328.33297187,45,99,13,9,13,113.464385293,62.996143863,176.460529156,0.378214617643,0.20998714621,0.588201763853
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,40,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290401,202609290402,202609290403,202609290404,399,399,0,6.329966631,1.09567096817,0,5.015416656,48.379412889,58.488497243,71.767984097,61,40.775588887,0.709611221,0.738596752,0,300,324.442115729,17,120,9,13,13,74.023482034,299.70628218,373.729764214,0.246744940113,0.9990209406,1.24576588071
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,41,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290411,202609290412,202609290413,202609290414,416,416,0,2.713558132,0.427567013361,1.992863908,1.247120486,46.033585287,55.077103033,62.585610422,41,61.171633998,0.698064821,0.673012130,0,300,321.367218497,67,58,8,6,8,106.737444049,71.130433509,177.867877558,0.355791480163,0.23710144503,0.592892925193
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,42,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290421,202609290422,202609290423,202609290424,403,403,0,5.619180448,1.07185549509,4.879852137,2.425132666,48.290738318,58.701383214,68.279328178,49,58.089567113,0.682070763,0.712494567,0,300,321.308413002,85,95,13,7,14,283.779242241,145.539368538,429.318610779,0.94593080747,0.48513122846,1.43106203593
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,43,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290431,202609290432,202609290433,202609290434,407,407,0,4.713968903,0.768934898317,3.034400343,2.627906153,48.077409386,56.588921821,61.374339189,51,38.453064303,0.728806126,0.725197673,0,300,321.6918889,77,71,10,9,10,180.578559983,52.367498107,232.94605809,0.601928533277,0.174558327023,0.7764868603
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,44,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290441,202609290442,202609290443,202609290444,366,366,0,0.819322669,0.0929724533388,0,0.819322669,46.142278364,56.278910682,64.295151622,43,44.559544106,0.643773146,0.676976074,0,300,320.476554778,0,29,0,5,5,0,31.464830937,31.464830937,0,0.10488276979,0.10488276979
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,45,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290451,202609290452,202609290453,202609290454,399,399,0,2.115790444,0.263844533038,0.463305091,1.361826755,47.260008408,58.274023361,83.14380754,49,49.473637091,0.691949710,0.704025066,0,300,322.735538816,20,64,7,6,7,41.998178445,56.413776041,98.411954486,0.13999392815,0.188045920137,0.328039848287
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,46,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290461,202609290462,202609290463,202609290464,452,452,0,7.634388805,1.83005321018,5.151774542,4.07071729,50.096381107,59.124270145,74.756263611,60,43.456400472,0.797595833,0.793178257,0,300,324.240931427,183,174,15,12,15,435.186801333,295.325987658,730.512788991,1.45062267111,0.98441995886,2.43504262997
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,47,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290471,202609290472,202609290473,202609290474,385,385,0,1.204799072,0.141585453836,0,1.186899949,47.52860154,59.785532462,77.618653063,38,47.551483486,0.671363365,0.687421967,0,300,321.574566537,6,60,2,4,4,2.681634024,51.828765703,54.510399727,0.00893878008,0.172762552343,0.181701332423
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,48,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290481,202609290482,202609290483,202609290484,416,416,0,11.454833328,2.32178402729,5.519534371,8.076427919,53.157420159,65.613329609,72.233875008,50,47.090133367,0.726385419,0.761160427,0,300,321.182435039,104,151,14,16,16,335.54222633,626.959525282,962.501751612,1.11847408777,2.08986508427,3.20833917204
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,49,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290491,202609290492,202609290493,202609290494,423,423,0,6.366222031,1.69735057641,3.429093407,5.860246907,48.521267859,55.626588784,80.756563573,51,37.539444914,0.759507193,0.777885376,0,300,319.907357814,95,185,13,12,13,205.447170595,511.812845622,717.260016217,0.684823901983,1.70604281874,2.39086672072
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV050,LOCAL_WINDOW_HPP_BASE,50,0,0.5,OP_SERVICE_VARIABILITY_SCV000_ICV050,fd37b40406df63f0ce0fc55e5c2df2a3f16016661be5ccc013c8ed063694ce07,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290501,202609290502,202609290503,202609290504,414,414,0,5.714852598,1.1273453025,2.494612442,3.906179089,51.568538859,65.041897852,85.737540786,53,42.873959392,0.731782289,0.754974716,0,300,323.949561921,66,143,7,10,12,126.20050844,295.15982772,421.36033616,0.420668361467,0.9838660924,1.40453445387
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,1,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290011,202609290012,202609290013,202609290014,396,396,0,2.536284628,0.292503889909,0.190262896,2.461406835,52.806387981,90.120856502,151.340295246,38,130.700958998,0.557231172,0.547325302,0,300,321.701527801,22,47,4,9,9,22.765344416,93.066195988,115.831540404,0.0758844813867,0.310220653293,0.38610513468
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,2,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290021,202609290022,202609290023,202609290024,442,442,0,4.110488792,1.01748684219,2.433340877,3.167208181,54.618158208,79.105719571,99.456693623,60,67.185641493,0.729545923,0.710754514,0,300,326.95819586,105,162,8,8,8,135.517778944,287.800724832,423.318503776,0.451725929813,0.95933574944,1.41106167925
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,3,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290031,202609290032,202609290033,202609290034,393,393,0,2.145035157,0.357630181046,0.481609869,1.979844882,61.383267271,114.637371514,175.102404495,44,96.155523400,0.601233112,0.667141476,0,300,321.76039242,31,83,4,6,6,33.365201114,106.681990153,140.047191267,0.111217337047,0.355606633843,0.46682397089
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,4,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290041,202609290042,202609290043,202609290044,410,410,0,3.330296278,0.465349836676,0,3.330296278,59.358143491,74.71426052,123.386175966,56,94.319304441,0.630161510,0.663278632,0,300,328.349742229,19,75,3,8,8,12.832413913,56.130903694,68.963317607,0.0427747130433,0.187103012313,0.229877725357
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,5,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290051,202609290052,202609290053,202609290054,388,388,0,1.635389917,0.196165086649,0.85801562,0.689909038,59.18205852,99.173349688,149.154287679,28,71.724212665,0.632596713,0.659968360,0,300,320.55701864,31,46,5,4,5,38.031079305,38.080974315,76.11205362,0.12677026435,0.12693658105,0.2537068454
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,6,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290061,202609290062,202609290063,202609290064,419,419,0,2.291956897,0.370932093673,0.855258499,1.791788219,58.398646277,77.422304597,113.846089562,52,78.264190227,0.671328137,0.665238714,0,300,321.20792398,55,93,3,6,6,42.66132548,73.056423378,115.717748858,0.142204418267,0.24352141126,0.385725829527
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,7,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290071,202609290072,202609290073,202609290074,408,408,0,4.146173977,0.640497956152,1.333000692,3.800805005,58.923548078,80.769672408,104.524564418,57,71.875070854,0.664934938,0.672829380,0,300,325.502071602,47,94,8,9,9,65.866752879,56.32679433,122.193547209,0.21955584293,0.1877559811,0.40731182403
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,8,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290081,202609290082,202609290083,202609290084,442,442,0,5.622732077,1.51338443986,5.258285645,2.809513908,57.340965936,76.790649292,104.156986887,39,74.617258327,0.715073270,0.696653059,0,300,320.652413957,151,133,13,8,13,460.908187986,208.007734432,668.915922418,1.53636062662,0.693359114773,2.22971974139
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,9,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290091,202609290092,202609290093,202609290094,395,395,0,3.873197102,0.82533681,2.42724877,2.835114953,59.676423306,89.58638377,178.211211104,53,132.152989525,0.553956458,0.590981080,0,300,323.553501568,65,124,8,8,11,133.426208411,125.153606754,258.579815165,0.444754028037,0.41717868918,0.861932717217
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,10,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290101,202609290102,202609290103,202609290104,394,394,0,4.659143577,0.581678576637,0.165118014,4.659143577,56.131364522,85.62483071,109.67911902,50,63.995647096,0.656018501,0.632943106,0,300,321.733050789,24,67,4,9,9,24.917294624,202.774706929,227.692001553,0.0830576487467,0.675915689763,0.75897333851
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,11,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290111,202609290112,202609290113,202609290114,409,409,0,4.474821071,1.0612438932,2.482026498,3.790610823,64.574270274,87.289232422,104.115867427,39,60.661726412,0.687288863,0.711059821,0,300,321.795505588,70,142,7,10,10,117.989309439,316.05944288,434.048752319,0.39329769813,1.05353147627,1.4468291744
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,12,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290121,202609290122,202609290123,202609290124,423,423,0,4.252180219,0.538482602818,3.594318012,0.890561583,55.974062637,67.98753227,94.701239403,49,90.014706574,0.657317870,0.640111018,0,300,322.402959699,82,55,14,4,14,181.691169262,42.964805647,224.655974909,0.605637230873,0.143216018823,0.748853249697
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,13,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290131,202609290132,202609290133,202609290134,455,455,0,20.187910263,6.7929924666,15.311140781,8.604651284,65.125307456,86.917977637,138.162188927,49,52.387410187,0.782540942,0.753685976,0,300,321.623415863,226,213,32,20,32,2235.60527447,855.206297836,3090.81157231,7.45201758156,2.85068765945,10.302705241
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,14,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290141,202609290142,202609290143,202609290144,374,374,0,3.676993513,0.48773571723,0.485602555,2.923110121,53.791639383,94.580024651,120.620913736,29,81.122315359,0.594734702,0.591499246,0,300,320.71948482,27,75,5,8,8,39.5280524,142.885105844,182.413158244,0.131760174667,0.476283686147,0.608043860813
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,15,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290151,202609290152,202609290153,202609290154,386,386,0,2.540430899,0.274575557474,1.783448806,1.044373085,55.018444671,85.179918385,136.231456732,39,71.143729800,0.630320211,0.595643663,0,300,320.864251907,40,47,7,3,7,64.467384992,41.518780193,105.986165185,0.214891283307,0.138395933977,0.353287217283
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,16,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290161,202609290162,202609290163,202609290164,401,401,0,3.169465182,0.363518186673,0.815556016,2.363530027,52.383546344,91.963470621,107.910458853,63,75.361388908,0.647456851,0.604953339,0,300,325.80854458,43,54,4,8,8,33.827733972,21.162711472,54.990445444,0.11275911324,0.0705423715733,0.183301484813
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,17,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290171,202609290172,202609290173,202609290174,429,429,0,5.541816148,0.891510124881,4.648105408,1.849835295,56.314815205,89.283453878,133.322318223,54,71.584946971,0.699705416,0.687987536,0,300,321.256800365,111,91,12,7,12,270.357802583,80.546886115,350.904688698,0.901192675277,0.268489620383,1.16968229566
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,18,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290181,202609290182,202609290183,202609290184,419,419,0,4.094613976,0.615895893248,3.064540122,2.404627081,58.027933423,83.353612779,92.151414593,50,52.830716449,0.719720200,0.704692763,0,300,323.971793179,72,67,7,7,7,140.917752792,77.646170448,218.56392324,0.46972584264,0.25882056816,0.7285464108
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,19,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290191,202609290192,202609290193,202609290194,445,445,0,2.523258664,0.521545283587,1.066559725,2.390723455,56.688475526,72.183049937,120.821976452,57,49.510988259,0.771640889,0.742127849,0,300,323.959889132,83,108,5,8,8,65.549836618,162.311352182,227.8611888,0.218499455393,0.541037840607,0.759537296
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,20,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290201,202609290202,202609290203,202609290204,418,418,0,3.892011614,0.903168994139,2.136083863,3.892011614,61.283124362,86.235316799,145.172031504,50,74.289997316,0.676837039,0.732131700,0,300,321.796773727,55,173,6,9,9,96.900051073,269.197168565,366.097219638,0.323000170243,0.897323895217,1.22032406546
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,21,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290211,202609290212,202609290213,202609290214,417,417,0,13.225023028,3.48699656028,4.49926947,10.542144795,62.155654074,94.545172403,119.002857159,56,59.300531444,0.703386860,0.727331649,0,300,323.562959899,115,172,12,22,29,316.468067283,1134.19248313,1450.66055041,1.05489355761,3.78064161044,4.83553516805
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,22,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290221,202609290222,202609290223,202609290224,410,410,0,2.570186973,0.439998821371,0.927556248,1.930927138,59.227700357,105.166217915,188.357444641,48,124.842189249,0.584887412,0.638464277,0,300,321.412573287,29,96,7,5,7,57.749077522,98.953356867,156.702434389,0.192496925073,0.32984452289,0.522341447963
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,23,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290231,202609290232,202609290233,202609290234,439,439,0,6.146730055,1.5972548899,3.407615906,6.146730055,60.140522362,80.204036089,142.891555754,53,59.014120010,0.741086746,0.751644630,0,300,322.784398469,107,168,8,12,12,222.316791695,346.093636407,568.410428102,0.741055972317,1.15364545469,1.89470142701
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,24,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290241,202609290242,202609290243,202609290244,412,412,0,4.054271936,0.662112213633,0.884047013,3.649465328,63.821923265,84.365676408,123.687698652,62,75.811001450,0.664421661,0.703582569,0,300,328.079311813,39,114,8,10,10,33.963493066,169.875256773,203.838749839,0.113211643553,0.56625085591,0.679462499463
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,25,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290251,202609290252,202609290253,202609290254,424,424,0,5.932212903,1.50561426659,1.872722036,4.996958698,54.949596305,91.790773802,125.121536907,56,50.220991432,0.733735850,0.732998809,0,300,322.878976422,75,167,9,12,12,101.703715877,530.809443238,632.513159115,0.339012386257,1.76936481079,2.10837719705
1.0,TASK3_SERVICE_VARIABILITY_SENSITIVITY_V1,SERVICE_VARIABILITY_SCV000_ICV100,LOCAL_WINDOW_HPP_BASE,26,0,1,OP_SERVICE_VARIABILITY_SCV000_ICV100,de9a50bbb1efcb3c02afa0f609209384c42f3c64965224fe8bc223d9458f3052,TASK3_OPERATIONAL_POOLED_SERVICE_VARIABILITY_V1,202607290000,202609290261,202609290262,202609290263,202609290264,419,419,0,4.263276962,0.9566834081,2.721603684,2.994034609,60.179437174,101.57482371,164.624961495,49,115.307514889,0.611449070,0.655976240,0,300,321.010066237,96,160,10,9,10,172.699499849,224.29573105,396.995230899,0.575664999497,0.747652436833,1.32331743633
