schema_version,config_id,config_sha256,model_version,scenario_id,scenario_family,reference_scenario_id,input_sample_id,replication_id,master_seed,arrival_seed,service_seed,routing_seed,tie_seed,start_state,arrival_mode,arrival_cutoff_seconds,drain_end_seconds,drain_rule,engine_name,engine_version,calibration_status,claim_ceiling,crn_alignment_status,run_status
1.0,OP_CONFIRM_MLE_BASE_CAPACITY_BOTH_PLUS,f15e7bca3caf7928d1cc85c7f0769cc39601b6e161afce3edf97023561e4ab66,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_BOTH_PLUS,CAPACITY,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,31,202607290000,202609290311,202609290312,202609290313,202609290314,EMPTY_AND_IDLE,HPP,300.000000000,332.133105256,FULL_DRAIN,AnyLogic,8.9.9.202607020720,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,PENDING_VALIDATION,COMPLETE
1.0,OP_CONFIRM_MLE_BASE_CAPACITY_BOTH_PLUS,f15e7bca3caf7928d1cc85c7f0769cc39601b6e161afce3edf97023561e4ab66,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_BOTH_PLUS,CAPACITY,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,32,202607290000,202609290321,202609290322,202609290323,202609290324,EMPTY_AND_IDLE,HPP,300.000000000,334.634792933,FULL_DRAIN,AnyLogic,8.9.9.202607020720,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,PENDING_VALIDATION,COMPLETE
1.0,OP_CONFIRM_MLE_BASE_CAPACITY_BOTH_PLUS,f15e7bca3caf7928d1cc85c7f0769cc39601b6e161afce3edf97023561e4ab66,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_BOTH_PLUS,CAPACITY,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,33,202607290000,202609290331,202609290332,202609290333,202609290334,EMPTY_AND_IDLE,HPP,300.000000000,333.891069489,FULL_DRAIN,AnyLogic,8.9.9.202607020720,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,PENDING_VALIDATION,COMPLETE
1.0,OP_CONFIRM_MLE_BASE_CAPACITY_BOTH_PLUS,f15e7bca3caf7928d1cc85c7f0769cc39601b6e161afce3edf97023561e4ab66,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_BOTH_PLUS,CAPACITY,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,34,202607290000,202609290341,202609290342,202609290343,202609290344,EMPTY_AND_IDLE,HPP,300.000000000,335.083768821,FULL_DRAIN,AnyLogic,8.9.9.202607020720,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,PENDING_VALIDATION,COMPLETE
1.0,OP_CONFIRM_MLE_BASE_CAPACITY_BOTH_PLUS,f15e7bca3caf7928d1cc85c7f0769cc39601b6e161afce3edf97023561e4ab66,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_BOTH_PLUS,CAPACITY,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,35,202607290000,202609290351,202609290352,202609290353,202609290354,EMPTY_AND_IDLE,HPP,300.000000000,339.133005409,FULL_DRAIN,AnyLogic,8.9.9.202607020720,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,PENDING_VALIDATION,COMPLETE
1.0,OP_CONFIRM_MLE_BASE_CAPACITY_BOTH_PLUS,f15e7bca3caf7928d1cc85c7f0769cc39601b6e161afce3edf97023561e4ab66,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_BOTH_PLUS,CAPACITY,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,36,202607290000,202609290361,202609290362,202609290363,202609290364,EMPTY_AND_IDLE,HPP,300.000000000,334.446006975,FULL_DRAIN,AnyLogic,8.9.9.202607020720,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,PENDING_VALIDATION,COMPLETE
1.0,OP_CONFIRM_MLE_BASE_CAPACITY_BOTH_PLUS,f15e7bca3caf7928d1cc85c7f0769cc39601b6e161afce3edf97023561e4ab66,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_BOTH_PLUS,CAPACITY,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,37,202607290000,202609290371,202609290372,202609290373,202609290374,EMPTY_AND_IDLE,HPP,300.000000000,334.323681021,FULL_DRAIN,AnyLogic,8.9.9.202607020720,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,PENDING_VALIDATION,COMPLETE
1.0,OP_CONFIRM_MLE_BASE_CAPACITY_BOTH_PLUS,f15e7bca3caf7928d1cc85c7f0769cc39601b6e161afce3edf97023561e4ab66,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_BOTH_PLUS,CAPACITY,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,38,202607290000,202609290381,202609290382,202609290383,202609290384,EMPTY_AND_IDLE,HPP,300.000000000,334.203534405,FULL_DRAIN,AnyLogic,8.9.9.202607020720,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,PENDING_VALIDATION,COMPLETE
1.0,OP_CONFIRM_MLE_BASE_CAPACITY_BOTH_PLUS,f15e7bca3caf7928d1cc85c7f0769cc39601b6e161afce3edf97023561e4ab66,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_BOTH_PLUS,CAPACITY,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,39,202607290000,202609290391,202609290392,202609290393,202609290394,EMPTY_AND_IDLE,HPP,300.000000000,336.396203875,FULL_DRAIN,AnyLogic,8.9.9.202607020720,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,PENDING_VALIDATION,COMPLETE
1.0,OP_CONFIRM_MLE_BASE_CAPACITY_BOTH_PLUS,f15e7bca3caf7928d1cc85c7f0769cc39601b6e161afce3edf97023561e4ab66,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_BOTH_PLUS,CAPACITY,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,40,202607290000,202609290401,202609290402,202609290403,202609290404,EMPTY_AND_IDLE,HPP,300.000000000,334.796158439,FULL_DRAIN,AnyLogic,8.9.9.202607020720,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,PENDING_VALIDATION,COMPLETE
1.0,OP_CONFIRM_MLE_BASE_CAPACITY_BOTH_PLUS,f15e7bca3caf7928d1cc85c7f0769cc39601b6e161afce3edf97023561e4ab66,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_BOTH_PLUS,CAPACITY,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,41,202607290000,202609290411,202609290412,202609290413,202609290414,EMPTY_AND_IDLE,HPP,300.000000000,334.367218497,FULL_DRAIN,AnyLogic,8.9.9.202607020720,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,PENDING_VALIDATION,COMPLETE
1.0,OP_CONFIRM_MLE_BASE_CAPACITY_BOTH_PLUS,f15e7bca3caf7928d1cc85c7f0769cc39601b6e161afce3edf97023561e4ab66,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_BOTH_PLUS,CAPACITY,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,42,202607290000,202609290421,202609290422,202609290423,202609290424,EMPTY_AND_IDLE,HPP,300.000000000,334.308413002,FULL_DRAIN,AnyLogic,8.9.9.202607020720,NOT_CALIBRATED,COMPARATIVE_WHAT_IF_ONLY,PENDING_VALIDATION,COMPLETE
