schema_version,scenario_id,reference_scenario_id,scenario_input_sample_id,reference_input_sample_id,metric,difference_direction,comparison_method,alignment_status,n_scenario,n_reference,difference_mean,standard_error,degrees_of_freedom,ci_level,ci_low,ci_high,analysis_status
1.0,CAPACITY_IMMIGRATION_PLUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,total_queue_wait_mean_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,-0.01153991766,0.00323458584029,49,0.95,-0.018040061267,-0.00503977405299,COMPLETE
1.0,CAPACITY_IMMIGRATION_PLUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,security_wait_p95_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0,0,49,0.95,0,0,COMPLETE
1.0,CAPACITY_IMMIGRATION_PLUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,immigration_wait_p95_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,-0.0568870165,0.0247551040984,49,0.95,-0.106634260689,-0.00713977231123,COMPLETE
1.0,CAPACITY_IMMIGRATION_PLUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,total_queue_wait_exceed_600_rate,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0,0,49,0.95,0,0,COMPLETE
1.0,CAPACITY_IMMIGRATION_PLUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,total_queue_wait_exceed_900_rate,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0,0,49,0.95,0,0,COMPLETE
1.0,CAPACITY_IMMIGRATION_PLUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,total_queue_wait_exceed_1200_rate,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0,0,49,0.95,0,0,COMPLETE
1.0,CAPACITY_IMMIGRATION_PLUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,security_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,1.945338e-05,1.945338e-05,49,0.95,-1.96396507265e-05,5.85464107265e-05,COMPLETE
1.0,CAPACITY_IMMIGRATION_PLUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,immigration_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,-0.0662344475,0.000604042015913,49,0.95,-0.0674483153774,-0.0650205796226,COMPLETE
1.0,CAPACITY_IMMIGRATION_PLUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,cutoff_backlog_fraction,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0,0,49,0.95,0,0,COMPLETE
1.0,CAPACITY_IMMIGRATION_PLUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,cohort_clear_time_after_cutoff_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,-0.01198039026,0.01198039026,49,0.95,-0.0360558858576,0.0120951053376,COMPLETE
1.0,CAPACITY_SECURITY_PLUS_4,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,total_queue_wait_p95_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,-0.20996252914,0.0312705790972,49,0.95,-0.272803110544,-0.147121947736,COMPLETE
1.0,CAPACITY_SECURITY_PLUS_4,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,total_queue_wait_mean_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,-0.06351962368,0.00864231444359,49,0.95,-0.0808870047773,-0.0461522425827,COMPLETE
1.0,CAPACITY_SECURITY_PLUS_4,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,security_wait_p95_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,-1.7884160076,0.1920364456,49,0.95,-2.1743276933,-1.4025043219,COMPLETE
1.0,CAPACITY_SECURITY_PLUS_4,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,immigration_wait_p95_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.92439208944,0.17779667526,49,0.95,0.567096293593,1.28168788529,COMPLETE
