schema_version,study_id,analysis_role,scenario_id,arrival_level_id,input_sample_id,replication_id,arrival_rate_per_second,arrivals,security_capacity,immigration_capacity,security_nominal_offered_load,immigration_nominal_offered_load,security_arrival_window_utilization,immigration_arrival_window_utilization,total_queue_wait_exceed_15_rate,total_queue_wait_exceed_30_rate,total_queue_wait_exceed_60_rate
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_BOTH_PLUS,MLE_BASE,LOCAL_WINDOW_HPP_BASE,39,1.36421329697,388,40,24,0.744116343797,0.738948869193,0.666121133706,0.601896205056,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_BOTH_PLUS,MLE_BASE,LOCAL_WINDOW_HPP_BASE,40,1.36421329697,399,40,24,0.744116343797,0.738948869193,0.691628516873,0.644051204076,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_BOTH_PLUS,MLE_BASE,LOCAL_WINDOW_HPP_BASE,41,1.36421329697,416,40,24,0.744116343797,0.738948869193,0.731386447799,0.688079374302,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_BOTH_PLUS,MLE_BASE,LOCAL_WINDOW_HPP_BASE,42,1.36421329697,403,40,24,0.744116343797,0.738948869193,0.70996840867,0.670125567046,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_BOTH_PLUS,MLE_BASE,LOCAL_WINDOW_HPP_BASE,43,1.36421329697,407,40,24,0.744116343797,0.738948869193,0.717964708215,0.663765228668,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_BOTH_PLUS,MLE_BASE,LOCAL_WINDOW_HPP_BASE,44,1.36421329697,366,40,24,0.744116343797,0.738948869193,0.642376328862,0.596310145937,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_BOTH_PLUS,MLE_BASE,LOCAL_WINDOW_HPP_BASE,45,1.36421329697,399,40,24,0.744116343797,0.738948869193,0.698204009296,0.650479718945,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_BOTH_PLUS,MLE_BASE,LOCAL_WINDOW_HPP_BASE,46,1.36421329697,452,40,24,0.744116343797,0.738948869193,0.798286148718,0.741940460901,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_BOTH_PLUS,MLE_BASE,LOCAL_WINDOW_HPP_BASE,47,1.36421329697,385,40,24,0.744116343797,0.738948869193,0.676390328906,0.641801109953,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_BOTH_PLUS,MLE_BASE,LOCAL_WINDOW_HPP_BASE,48,1.36421329697,416,40,24,0.744116343797,0.738948869193,0.730164528844,0.679644567589,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_BOTH_PLUS,MLE_BASE,LOCAL_WINDOW_HPP_BASE,49,1.36421329697,423,40,24,0.744116343797,0.738948869193,0.744896728593,0.694000665656,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_BOTH_PLUS,MLE_BASE,LOCAL_WINDOW_HPP_BASE,50,1.36421329697,414,40,24,0.744116343797,0.738948869193,0.723539017069,0.676852434202,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,1,1.36421329697,396,36,24,0.826795937552,0.738948869193,0.77222086074,0.658902357986,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,2,1.36421329697,442,36,24,0.826795937552,0.738948869193,0.838899724653,0.69771612079,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,3,1.36421329697,393,36,24,0.826795937552,0.738948869193,0.766639226868,0.64566313001,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,4,1.36421329697,410,36,24,0.826795937552,0.738948869193,0.791881787433,0.658191147243,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,5,1.36421329697,388,36,24,0.826795937552,0.738948869193,0.765879727682,0.657799709363,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,6,1.36421329697,419,36,24,0.826795937552,0.738948869193,0.817695918168,0.679969699351,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,7,1.36421329697,408,36,24,0.826795937552,0.738948869193,0.791332845226,0.655326287999,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,8,1.36421329697,442,36,24,0.826795937552,0.738948869193,0.87434806857,0.742041073467,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,9,1.36421329697,395,36,24,0.826795937552,0.738948869193,0.766050282261,0.635973599041,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,10,1.36421329697,394,36,24,0.826795937552,0.738948869193,0.764610297316,0.637306213093,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,11,1.36421329697,409,36,24,0.826795937552,0.738948869193,0.801841755395,0.683114341511,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,12,1.36421329697,423,36,24,0.826795937552,0.738948869193,0.824175112158,0.690022341899,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,13,1.36421329697,455,36,24,0.826795937552,0.738948869193,0.888070937415,0.744513136968,0.0923076923077,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,14,1.36421329697,374,36,24,0.826795937552,0.738948869193,0.7359413292,0.632156855031,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,15,1.36421329697,386,36,24,0.826795937552,0.738948869193,0.75480137044,0.638534301092,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,16,1.36421329697,401,36,24,0.826795937552,0.738948869193,0.769889495217,0.637422586555,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,17,1.36421329697,429,36,24,0.826795937552,0.738948869193,0.836594704243,0.694860958382,0,0,0
1.0,TASK3_CAPACITY_MECHANISM_CONFIRMATORY_V1,POST_HOC_SUPPORTING_LOAD_DIAGNOSTIC,CAPACITY_IMMIGRATION_PLUS_3,MLE_BASE,LOCAL_WINDOW_HPP_BASE,18,1.36421329697,419,36,24,0.826795937552,0.738948869193,0.815325591022,0.68336798123,0,0,0
