schema_version,study_id,config_id,config_sha256,model_version,scenario_id,input_sample_id,replication_id,security_capacity,immigration_capacity,interstage_buffer_capacity,master_seed,arrival_seed,service_seed,routing_seed,tie_seed,input_draws_sha256,normalized_event_payload_sha256,arrivals,completed_after_drain,rejected_or_dropped_count,conservation_pass,run_status,interstage_buffer_peak_occupancy,system_time_p95_seconds,security_blocked_resource_fraction,security_blocked_resource_seconds,security_busy_seconds,last_exit_seconds,security_blocked_share_of_occupied,interstage_buffer_full_time_fraction,time_weighted_mean_interstage_buffer_occupancy,interstage_block_time_mean_seconds,interstage_block_time_p95_seconds,total_wait_including_interstage_mean_seconds,total_wait_including_interstage_p95_seconds,cohort_clear_time_after_cutoff_seconds
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,28,30,21,50,202607290000,202609290281,202609290282,202609290283,202609290284,0f3e1190ac4f1693916db3ba9929255341722bae891e07cdf71baa4c601d838c,c006b781a8ab47bbd82abd4392303784d420b2108d78c11edb93c4c41c846957,392,392,0,True,COMPLETE,5,41.696750326,0,0,8552.72727266,340.839365517,0,0,0.075382041,0,0,1.709103038,6.878568508,40.839365517
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,29,30,21,50,202607290000,202609290291,202609290292,202609290293,202609290294,4f539bb4dc4ef85cd6680029b58c0bcee550f12c95a0df5922e50b2aab3e2e2b,9f8b2dac505b82dbf5a453a94e1863e27199fcc3ce9520e61def69e8a0205bfb,424,424,0,True,COMPLETE,6,49.01987168,0,0,9250.90909083,346.059949983,0,0,0.208795423,0,0,5.893331251,14.201689862,46.059949983
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,30,30,21,50,202607290000,202609290301,202609290302,202609290303,202609290304,7a068d5d9301e48725db05a531ec1b934cee9bb136cf57d44743de327af49e95,ebe6ab3633e8ab4bea3305fa1f067d3a50ed548bd43b2f349e29b73e60e32b0b,408,408,0,True,COMPLETE,3,44.82126489,0,0,8901.81818174,346.946076603,0,0,0.031062998,0,0,2.585008672,10.003083072,46.946076603
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,31,30,21,50,202607290000,202609290311,202609290312,202609290313,202609290314,fe79fd3f1857eadd12059b816ae5dc78c5400c580deb55ff1ade6616157c5322,e69803f0da91359096699b5ebb9a7048de2aa29218489e02d000a3dbc95e9d8d,425,425,0,True,COMPLETE,1,49.680363794,0,0,9272.72727265,347.155472148,0,0,5.898e-05,0,0,5.026639677,14.862181976,47.155472148
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,32,30,21,50,202607290000,202609290321,202609290322,202609290323,202609290324,a107a39217451ab24221e19dee1c92d58883e07cc0f49dfe3e038c20225d5cc4,f484f46e26f265dcebf85e8e7122f383d7030321dbd52ca25e1db83f7bf4257e,395,395,0,True,COMPLETE,5,40.925121381,0,0,8618.18181811,341.049557503,0,0,0.183628129,0,0,1.622578639,6.106939563,41.049557503
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,33,30,21,50,202607290000,202609290331,202609290332,202609290333,202609290334,13f6ae62d1d578037e3c74454e4ba06f754623501488a41e226a82d60d228b73,807cb2fa6993937636344f0ff61bc28755a9c92f9a796fc3d78bd43e4b6c26b1,428,428,0,True,COMPLETE,1,50.334377029,0,0,9338.1818181,344.316397021,0,0,0.0411047,0,0,7.629088316,15.516195211,44.316397021
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,34,30,21,50,202607290000,202609290341,202609290342,202609290343,202609290344,e652f3fee095b11115f8e98b70447f6b3452056f93691b94c53bd0448f96f318,a3293a4791a8af052261980264669be2415de3eff332657344c4f17691bbc2d0,426,426,0,True,COMPLETE,2,46.691268029,0,0,9294.54545447,348.682539611,0,0,0.027502981,0,0,2.751639438,11.873086211,48.682539611
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,35,30,21,50,202607290000,202609290351,202609290352,202609290353,202609290354,814344a6d5dc851daea1f0ccbdcf11d8d7ad5b6270b2c7b88b78878473c58e66,aadfa24050711f49598835df99d004a47d5eac7880aac24c926cd8ea57bf961f,451,451,0,True,COMPLETE,1,54.172234397,0,0,9839.99999992,363.035325347,0,0,0,0,0,7.881304533,19.354052579,63.035325347
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,36,30,21,50,202607290000,202609290361,202609290362,202609290363,202609290364,ac7b15bb6dd2587714d12b8ab6df1c128d5cd9c9bf065fbba1dd39ebfe22f766,7772c33921cb89719796c13a4fff82ac978618f8dc0660676790ec5a3e00895b,414,414,0,True,COMPLETE,3,41.799074857,0,0,9032.72727265,337.588051697,0,0,0.02228444,0,0,2.401690821,6.980893039,37.588051697
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,37,30,21,50,202607290000,202609290371,202609290372,202609290373,202609290374,0c48c3005a1f806ca43594a7fe8b65a823b4d0e14de3286a1c43ec10fae6e8d8,3ff36b590684f84934164813d58a798834dc852162e53bedad0e49ba5b5a97a9,408,408,0,True,COMPLETE,3,45.622989904,0,0,8901.81818174,338.903342094,0,0,0.066785457,0,0,3.094222558,10.804808086,38.903342094
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,38,30,21,50,202607290000,202609290381,202609290382,202609290383,202609290384,cdd5c5d0215e72c607d45885cbf50b6649adbbe5880fc8e6dab73573cfc87acd,ee41e4dcb3a060067b2c6bffecb48e4ee005d3faf6c9a55d842da07035623a52,406,406,0,True,COMPLETE,1,43.341462601,0,0,8858.18181811,335.497974735,0,0,0,0,0,3.046974042,8.523280783,35.497974735
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,39,30,21,50,202607290000,202609290391,202609290392,202609290393,202609290394,326272c4de29b05923793b77cd6b8a2425bf38488b2e989c4814c75879e36076,7b35bf859772589c44add8b811ea7d59152bb4a3ca5b96e059fac022f85c4250,388,388,0,True,COMPLETE,4,43.679449805,0,0,8465.45454538,348.213625514,0,0,0.077735301,0,0,2.490110431,8.861267987,48.213625514
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,40,30,21,50,202607290000,202609290401,202609290402,202609290403,202609290404,1b06562ca40c4532db2de354423a06cb3250b5439a73d141823cb4276579ed4a,f5bac1434ea5ae0c13297a7de3f606ef7cb2ae1f011d74615046cf45301b4e63,399,399,0,True,COMPLETE,3,42.148345766,0,0,8705.45454538,340.78580538,0,0,0.061259471,0,0,1.641018882,7.330163948,40.78580538
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,41,30,21,50,202607290000,202609290411,202609290412,202609290413,202609290414,e742f6eed2fa26b2a3bd7c08351cf82a65f52e76ad11dc62eba34870c8eb3843,5d870fd3bc5df0245d3a2caff1dcc59ec31067f21dadf5333c884e6616e3c548,416,416,0,True,COMPLETE,4,47.724886901,0,0,9076.36363629,334.446407899,0,0,0.389150987,0,0,6.435482243,12.906705083,34.446407899
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,42,30,21,50,202607290000,202609290421,202609290422,202609290423,202609290424,0dd4390aaf5a2d161251f438448add855b708bf988bd35e5063e0d76f2e8a5bb,249dae53c9f2d578eb55c6bcdc9570010ab7e575a3bdf8bc5b664c95e32420fe,403,403,0,True,COMPLETE,5,50.598286481,0,0,8792.72727265,344.763382741,0,0,0.034109361,0,0,3.561966593,15.780104663,44.763382741
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,43,30,21,50,202607290000,202609290431,202609290432,202609290433,202609290434,836a9355e21deec4d31c39cdcfa596bb83a8d0a992092b65b344e00acd4f6a5f,fdbcf449b5ec617901cc9632f2283bc6edabfaf27c889b55f3bd2dda5c360c6b,407,407,0,True,COMPLETE,2,44.650024562,0,0,8879.99999993,338.074437644,0,0,0.01025039,0,0,4.663426002,9.831842744,38.074437644
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,44,30,21,50,202607290000,202609290441,202609290442,202609290443,202609290444,dd5c411b266347b8dcc7aad7d80aaaa77e6281dbcb327ded0a77c0d6784a78cf,c7a62e38d8a42aa826ba7e86cd59beba35c49108095be26e5a6bec36a1c3e163,366,366,0,True,COMPLETE,3,36.736809747,0,0,7985.45454539,334.992089443,0,0,0.029114183,0,0,0.25638511,1.918627929,34.992089443
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,45,30,21,50,202607290000,202609290451,202609290452,202609290453,202609290454,94ce38590b9bd90fd7a639ff8c2697ff21de2ed0eb52e208d66a3cf6b4b51743,34a0e5fdbff79e6c2c1bcabb045e40a1432c197632a3a89fb800c50a3db5d861,399,399,0,True,COMPLETE,3,39.973043962,0,0,8705.45454538,335.34362987,0,0,0.040398883,0,0,1.195620451,5.154862144,35.34362987
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,46,30,21,50,202607290000,202609290461,202609290462,202609290463,202609290464,93ecff5700ef989a7dfce5e835a36a3b3ae7ea0e38357ad29e60e1474047a020,65c945b4fc24b3f28cf57b0cb2503fa0aee024d574e4492e3bcec6adfacd2b11,452,452,0,True,COMPLETE,1,65.903211515,0,0,9861.81818174,365.543796808,0,0,0.001757343,0,0,12.278070089,31.085029697,65.543796808
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,47,30,21,50,202607290000,202609290471,202609290472,202609290473,202609290474,7a51db150eed88f4466df9a7a2fe510ed93a6a3de9eb7d91bc6ccc4f9c8c60c8,82bab8c07ffbe2d767c6174fb8759983348881deb79417ca28361377abb4a49a,385,385,0,True,COMPLETE,3,39.42463286,0,0,8399.99999993,334.574566537,0,0,0.066882837,0,0,1.358737221,4.606451042,34.574566537
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,48,30,21,50,202607290000,202609290481,202609290482,202609290483,202609290484,b11ed7d780023cfb2d4fe23c95404a3c91bdaa4afd7510b9d2fa014dbb609b4d,4b3dcd29078db00639cd2cca69afbe47d9d63149fff75e5354e09ccd05404856,416,416,0,True,COMPLETE,3,48.726083117,0,0,9076.36363629,341.721071536,0,0,0.114487575,0,0,4.76328374,13.907901299,41.721071536
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,49,30,21,50,202607290000,202609290491,202609290492,202609290493,202609290494,20d9bedd6f1074dbfa0de68f3e211fcc97256209fde2f676fc9bbed862f514ce,c4f8ec64c6b0ff229ef82e2843da4b64ff67df9aca7ca9ab9d62cd3768d9b1e2,423,423,0,True,COMPLETE,1,49.303527647,0,0,9229.09090901,346.248657945,0,0,0,0,0,8.467847565,14.485345829,46.248657945
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0050,22ce1cd9a7c0d1668c2e32ff6636884e6aa1a2171893856f23595d782e4b1707,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0050,LOCAL_WINDOW_HPP_BASE,50,30,21,50,202607290000,202609290501,202609290502,202609290503,202609290504,8cd9aa68d6bccc1314125620d24c7feda08ca1a772edd0d6000b532a7dcbab10,4a7acb1ac942741ec0e994beaf626f7b22c48692f69959e09efa517408b240df,414,414,0,True,COMPLETE,3,46.167362051,0,0,9032.72727265,345.522154376,0,0,0.205126337,0,0,4.405374677,11.349180233,45.522154376
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0100,83c7a2c4cfff48a9437135a920a888e00a47a395bc7e9a7c496cd385e7a54584,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0100,LOCAL_WINDOW_HPP_BASE,1,30,21,100,202607290000,202609290011,202609290012,202609290013,202609290014,31e6bdc1d2ef8a1c405ad97234fa6e4061fddb9374fcc548c8bbcb4d26f00365,142f146b86de6660507003db51f3bc2d582ad31b457916c48d6d222d529549e4,396,396,0,True,COMPLETE,9,41.194196476,0,0,8639.99999993,334.701527801,0,0,0.285367742,0,0,1.985890843,6.376014658,34.701527801
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0100,83c7a2c4cfff48a9437135a920a888e00a47a395bc7e9a7c496cd385e7a54584,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0100,LOCAL_WINDOW_HPP_BASE,2,30,21,100,202607290000,202609290021,202609290022,202609290023,202609290024,4d35127c711b602608f0d85daefccba0b0f2b5b19bd8b23357536b1a39588f36,347f47106db5af68b8a646e89b6d60f4084d7f0c762b9df5b841589261fafb81,442,442,0,True,COMPLETE,5,51.506322741,0,0,9643.63636356,357.641675253,0,0,0.210776783,0,0,8.188273849,16.688140923,57.641675253
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0100,83c7a2c4cfff48a9437135a920a888e00a47a395bc7e9a7c496cd385e7a54584,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0100,LOCAL_WINDOW_HPP_BASE,3,30,21,100,202607290000,202609290031,202609290032,202609290033,202609290034,35e1df60a7cbbe5e78a544aba79225b60549c252fea949bd4f8da455c8ed7c24,f6615f5d2d770038f41c82a91fb7679545bc546bb015e124c09a3ff021d67d37,393,393,0,True,COMPLETE,5,42.230785271,0,0,8574.54545447,334.76039242,0,0,0.048860459,0,0,1.701980505,7.412603453,34.76039242
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0100,83c7a2c4cfff48a9437135a920a888e00a47a395bc7e9a7c496cd385e7a54584,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0100,LOCAL_WINDOW_HPP_BASE,4,30,21,100,202607290000,202609290041,202609290042,202609290043,202609290044,517956b50856de8caf2209257c61021a9a9e6f6e1648b595019dc89b04bf1035,c72ecf81690c791014337f10342e0302ef29000fa789c4bf26ccf95bcc464c29,410,410,0,True,COMPLETE,1,43.986668714,0,0,8945.45454538,345.494382333,0,0,0.007786517,0,0,2.205122388,9.168486896,45.494382333
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0100,83c7a2c4cfff48a9437135a920a888e00a47a395bc7e9a7c496cd385e7a54584,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0100,LOCAL_WINDOW_HPP_BASE,5,30,21,100,202607290000,202609290051,202609290052,202609290053,202609290054,1c0c1796fa49590094aa5fc09f16770360e450693694bb006b2f257e5121a904,0a5094fea492adbde2e12011bf467efb57c623d793e94925d70f1181f1a4d537,388,388,0,True,COMPLETE,4,41.757948238,0,0,8465.45454538,333.55701864,0,0,0.030557001,0,0,3.39172309,6.93976642,33.55701864
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0100,83c7a2c4cfff48a9437135a920a888e00a47a395bc7e9a7c496cd385e7a54584,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0100,LOCAL_WINDOW_HPP_BASE,6,30,21,100,202607290000,202609290061,202609290062,202609290063,202609290064,b49018c734c046f708e0c9477d532bce1e554afccdfe09b446442a6fcd5e8096,a7a583411fe09d67182a56081478430539ea6b10e72a5137a93645936a5b86e7,419,419,0,True,COMPLETE,4,49.070239897,0,0,9141.81818174,348.236605114,0,0,0.17402416,0,0,6.744901486,14.252058079,48.236605114
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0100,83c7a2c4cfff48a9437135a920a888e00a47a395bc7e9a7c496cd385e7a54584,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0100,LOCAL_WINDOW_HPP_BASE,7,30,21,100,202607290000,202609290071,202609290072,202609290073,202609290074,ff30a02a8705dd072c1ff3254287f5798cd899e7ccaa57325aa71d83c4227499,25f8046e3b4e8dc2c44fa31a87f9dc0e0f718741936f7713bbdbed60e19c584a,408,408,0,True,COMPLETE,3,41.312447948,0,0,8901.81818174,339.313356839,0,0,0.021165646,0,0,2.265761079,6.49426613,39.313356839
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0100,83c7a2c4cfff48a9437135a920a888e00a47a395bc7e9a7c496cd385e7a54584,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0100,LOCAL_WINDOW_HPP_BASE,8,30,21,100,202607290000,202609290081,202609290082,202609290083,202609290084,54f93c71470006da3a09c89dff95a83b1ea870754262c91608af5dbcb90a4ed8,1dcb96b49367e30beb1e7f3390bb41c1ad92c1e562ff2dbda94e0d00de9d0ba6,442,442,0,True,COMPLETE,4,62.512071528,0,0,9643.63636356,354.051948113,0,0,0.258582339,0,0,15.415187704,27.69388971,54.051948113
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0100,83c7a2c4cfff48a9437135a920a888e00a47a395bc7e9a7c496cd385e7a54584,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0100,LOCAL_WINDOW_HPP_BASE,9,30,21,100,202607290000,202609290091,202609290092,202609290093,202609290094,eac0a9ee1817f7bfb8075caeca7e7b36c575a89b37d84ba4e00528b85d326525,55d1f16a89b9ed9980c2ee942ca69e94f25cfc11de0ea4947a0279670d7811ec,395,395,0,True,COMPLETE,3,45.284753721,0,0,8618.18181811,337.243295705,0,0,0.06653634,0,0,2.788918979,10.466571903,37.243295705
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0100,83c7a2c4cfff48a9437135a920a888e00a47a395bc7e9a7c496cd385e7a54584,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0100,LOCAL_WINDOW_HPP_BASE,10,30,21,100,202607290000,202609290101,202609290102,202609290103,202609290104,9835da0b922279edffb5e025c97a589df839a34d56b76352d0e37c4e312314e2,4e12bc4199820dbeb4a59d4cccf6f3111573db6002ec6e947243a929f2b5371a,394,394,0,True,COMPLETE,1,40.916117606,0,0,8596.36363629,337.37319999,0,0,0.009164573,0,0,1.892542612,6.097935788,37.37319999
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0100,83c7a2c4cfff48a9437135a920a888e00a47a395bc7e9a7c496cd385e7a54584,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0100,LOCAL_WINDOW_HPP_BASE,11,30,21,100,202607290000,202609290111,202609290112,202609290113,202609290114,e26ea32112b34145f4597dc880d3a97e418100915aec81290d81c7e107c90440,39e4d844358a4edbb52b92c10a799bba828e460fc372fd37518d532d29e51b83,409,409,0,True,COMPLETE,3,50.342042859,0,0,8923.63636356,334.795505588,0,0,0.161259233,0,0,8.000577278,15.523861041,34.795505588
1.0,TASK3_INTERSTAGE_BUFFER_SPILLBACK_SENSITIVITY_V1,OP_INTERSTAGE_BUFFER_S30_I21_B0100,83c7a2c4cfff48a9437135a920a888e00a47a395bc7e9a7c496cd385e7a54584,TASK3_OPERATIONAL_POOLED_INTERSTAGE_BAS_V1,INTERSTAGE_BUFFER_S30_I21_B0100,LOCAL_WINDOW_HPP_BASE,12,30,21,100,202607290000,202609290121,202609290122,202609290123,202609290124,5e7768403d04cd908a3f12851404b41158d2d801bc5bd7a60cb446d326e51a1e,b37e139bf989cbf77ea462f4a0c9d53cd0dc867e4ebbdcc53583c417f2591f0a,423,423,0,True,COMPLETE,2,50.53150313,0,0,9229.09090901,346.854902534,0,0,0.003241634,0,0,6.312880067,15.713321312,46.854902534
