schema_version,source_video_sha256,roi_x_min,roi_y_min,roi_x_max,roi_y_max,count_line_x,duration_seconds,left_to_right_count,right_to_left_count,total_count,left_to_right_rate_per_second,right_to_left_rate_per_second,total_rate_per_second,arrival_direction,arrival_rate_per_second,status,primary_candidate_path,fallback_candidate_path,fallback_reviewed_left_to_right,fallback_reviewed_right_to_left,fallback_reviewed_total,caveat
1.0,4e2adef6a7c11ff4bac604a034229a08dfd53747360862cc53d0098f53bc7a2c,0,0,1280,310,640,24.922788889,12,34,46,0.481487,1.364213,1.845700,right_to_left,1.364213,ACCEPTED_AGGREGATE,YOLO26m + BoT-SORT,YOLOX-S + Supervision ByteTrack,7,24,31,"Human-adjudicated aggregate only; no signed event-time ledger; the observed 24.922788889-second clip is not a long-run demand estimate."
