schema_version,scenario_id,input_sample_id,metric,estimand,n_replications,mean,standard_deviation,standard_error,ci_level,ci_low,ci_high,analysis_status
1.0,SERVICE_SG_BUS_QR_10S,LOCAL_WINDOW_HPP_BASE,total_queue_wait_exceed_900_rate,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0,0,0,0.95,0,0,COMPLETE
1.0,SERVICE_SG_BUS_QR_10S,LOCAL_WINDOW_HPP_BASE,total_queue_wait_exceed_1200_rate,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0,0,0,0.95,0,0,COMPLETE
1.0,SERVICE_SG_BUS_QR_10S,LOCAL_WINDOW_HPP_BASE,security_utilization,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0.7453566178,0.0316324759713,0.01000306721,0.95,0.722728107661,0.767985127939,COMPLETE
1.0,SERVICE_SG_BUS_QR_10S,LOCAL_WINDOW_HPP_BASE,immigration_utilization,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0.5856373428,0.024854088362,0.0078595528391,0.95,0.567857799049,0.603416886551,COMPLETE
1.0,SERVICE_SG_BUS_QR_10S,LOCAL_WINDOW_HPP_BASE,cutoff_backlog_fraction,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0.1126652052,0.0151093050209,0.00477798177283,0.95,0.101856659509,0.123473750891,COMPLETE
1.0,SERVICE_SG_BUS_QR_10S,LOCAL_WINDOW_HPP_BASE,cohort_clear_time_after_cutoff_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,10,31.7227538716,1.69634129503,0.53643021813,0.95,30.5092644113,32.9362433319,COMPLETE
1.0,SERVICE_SG_TRAIN_KIOSK_24S,LOCAL_WINDOW_HPP_BASE,total_queue_wait_p95_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,10,164.867558122,21.179049647,6.69740355623,0.95,149.716978695,180.018137549,COMPLETE
1.0,SERVICE_SG_TRAIN_KIOSK_24S,LOCAL_WINDOW_HPP_BASE,total_queue_wait_mean_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,10,85.1608003539,12.4878680408,3.94901061285,0.95,76.2275177101,94.0940829977,COMPLETE
1.0,SERVICE_SG_TRAIN_KIOSK_24S,LOCAL_WINDOW_HPP_BASE,security_wait_p95_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,10,2.8485519834,2.42507961501,0.766877509068,0.95,1.11375453327,4.58334943353,COMPLETE
1.0,SERVICE_SG_TRAIN_KIOSK_24S,LOCAL_WINDOW_HPP_BASE,immigration_wait_p95_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,10,164.835641173,21.1976757112,6.7032936349,0.95,149.671737462,179.999544883,COMPLETE
1.0,SERVICE_SG_TRAIN_KIOSK_24S,LOCAL_WINDOW_HPP_BASE,total_queue_wait_exceed_600_rate,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0,0,0,0.95,0,0,COMPLETE
1.0,SERVICE_SG_TRAIN_KIOSK_24S,LOCAL_WINDOW_HPP_BASE,total_queue_wait_exceed_900_rate,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0,0,0,0.95,0,0,COMPLETE
1.0,SERVICE_SG_TRAIN_KIOSK_24S,LOCAL_WINDOW_HPP_BASE,total_queue_wait_exceed_1200_rate,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0,0,0,0.95,0,0,COMPLETE
1.0,SERVICE_SG_TRAIN_KIOSK_24S,LOCAL_WINDOW_HPP_BASE,security_utilization,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0.4883777129,0.00338418631521,0.00107017367824,0.95,0.485956811848,0.490798613952,COMPLETE
1.0,SERVICE_SG_TRAIN_KIOSK_24S,LOCAL_WINDOW_HPP_BASE,immigration_utilization,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0.92094083,0.00638160863331,0.00201804184171,0.95,0.916375702193,0.925505957807,COMPLETE
1.0,SERVICE_SG_TRAIN_KIOSK_24S,LOCAL_WINDOW_HPP_BASE,cutoff_backlog_fraction,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0.4518882607,0.027781565616,0.00878530243118,0.95,0.432014525878,0.471761995522,COMPLETE
1.0,SERVICE_SG_TRAIN_KIOSK_24S,LOCAL_WINDOW_HPP_BASE,cohort_clear_time_after_cutoff_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,10,218.788787263,21.4054830815,6.76900809538,0.95,203.476227115,234.101347411,COMPLETE
1.0,SERVICE_SG_TRAIN_MANUAL_45S,LOCAL_WINDOW_HPP_BASE,total_queue_wait_p95_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,10,513.867281618,41.6496780165,13.1707846345,0.95,484.072896818,543.661666419,COMPLETE
1.0,SERVICE_SG_TRAIN_MANUAL_45S,LOCAL_WINDOW_HPP_BASE,total_queue_wait_mean_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,10,262.744732788,22.0594757216,6.97581872693,0.95,246.964334489,278.525131088,COMPLETE
1.0,SERVICE_SG_TRAIN_MANUAL_45S,LOCAL_WINDOW_HPP_BASE,security_wait_p95_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,10,1.7802482535,1.35640463518,0.428932807598,0.95,0.809934830432,2.75056167657,COMPLETE
1.0,SERVICE_SG_TRAIN_MANUAL_45S,LOCAL_WINDOW_HPP_BASE,immigration_wait_p95_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,10,513.817942257,41.6697890333,13.1771442964,0.95,484.009170902,543.626713612,COMPLETE
1.0,SERVICE_SG_TRAIN_MANUAL_45S,LOCAL_WINDOW_HPP_BASE,total_queue_wait_exceed_600_rate,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0.0032258065,0.010200895831,0.0032258065,0.95,-0.00407147477978,0.0105230877798,COMPLETE
1.0,SERVICE_SG_TRAIN_MANUAL_45S,LOCAL_WINDOW_HPP_BASE,total_queue_wait_exceed_900_rate,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0,0,0,0.95,0,0,COMPLETE
1.0,SERVICE_SG_TRAIN_MANUAL_45S,LOCAL_WINDOW_HPP_BASE,total_queue_wait_exceed_1200_rate,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0,0,0,0.95,0,0,COMPLETE
1.0,SERVICE_SG_TRAIN_MANUAL_45S,LOCAL_WINDOW_HPP_BASE,security_utilization,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0.2673099523,0.0021822078207,0.000690074704125,0.95,0.265748894865,0.268871009735,COMPLETE
1.0,SERVICE_SG_TRAIN_MANUAL_45S,LOCAL_WINDOW_HPP_BASE,immigration_utilization,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0.9451316175,0.00771566336076,0.00243990698791,0.95,0.939612164431,0.950651070569,COMPLETE
1.0,SERVICE_SG_TRAIN_MANUAL_45S,LOCAL_WINDOW_HPP_BASE,cutoff_backlog_fraction,MEAN_OF_REPLICATION_LEVEL_METRIC,10,0.7101436104,0.0162619348436,0.00514247532669,0.95,0.698510523005,0.721776697795,COMPLETE
1.0,SERVICE_SG_TRAIN_MANUAL_45S,LOCAL_WINDOW_HPP_BASE,cohort_clear_time_after_cutoff_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,10,604.617472196,43.1255242485,13.6374881914,0.95,573.767330602,635.467613791,COMPLETE
