schema_version,study_id,axis,fixed_security_capacity,fixed_immigration_capacity,higher_capacity,middle_capacity,lower_capacity,metric,contrast,n_pairs,mean_second_difference,standard_deviation,standard_error,ci_level,ci_low,ci_high,crn_alignment_status,analysis_role
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,35,34,33,immigration_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.14733661654,0.402951429173,0.0569859376115,0.95,0.0328190874514,0.261854145629,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,34,33,32,total_queue_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.63675529516,0.631404549859,0.0892940877755,0.95,0.457312107544,0.816198482776,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,34,33,32,total_queue_wait_mean_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.32079090162,0.340903807178,0.0482110787575,0.95,0.223907111594,0.417674691646,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,34,33,32,peak_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.4,0.808122035642,0.114285714286,0.95,0.170334258614,0.629665741386,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,34,33,32,time_weighted_mean_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.417883459444,0.475922078148,0.0673055457549,0.95,0.282627901373,0.553139017514,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,34,33,32,cutoff_backlog,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.6,1.24539969815,0.176126114371,0.95,0.246061321949,0.953938678051,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,34,33,32,cohort_clear_time_after_cutoff_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.58685596104,0.837919320455,0.118499686716,0.95,0.348721925008,0.824989997072,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,34,33,32,security_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.32008985342,0.49428575384,0.0699025616768,0.95,0.179615396462,0.460564310378,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,34,33,32,immigration_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.09877614246,0.331204819363,0.0468394347466,0.95,0.00464877427203,0.192903510648,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,33,32,31,total_queue_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.90157828346,1.0449645084,0.147780297998,0.95,0.604602656068,1.19855391085,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,33,32,31,total_queue_wait_mean_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.5044799115,0.534230476068,0.0755515984688,0.95,0.352653290092,0.656306532908,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,33,32,31,peak_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.14,1.66610875016,0.235623359086,0.95,0.666497132292,1.61350286771,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,33,32,31,time_weighted_mean_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.652823228236,0.732443587086,0.103583165453,0.95,0.444665063958,0.860981392514,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,33,32,31,cutoff_backlog,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.22,1.96177761955,0.277437251593,0.95,0.662468969342,1.77753103066,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,33,32,31,cohort_clear_time_after_cutoff_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.16146659974,2.29958134165,0.325209912114,0.95,0.507932813488,1.81500038599,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,33,32,31,security_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.7573457235,0.928329809122,0.131285660642,0.95,0.493517310884,1.02117413612,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,33,32,31,immigration_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,-0.01510909532,0.371234215303,0.0525004462099,0.95,-0.120612691962,0.0903945013216,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,32,31,30,total_queue_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.0905848488,1.04121515392,0.147250059203,0.95,0.794674776161,1.38649492144,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,32,31,30,total_queue_wait_mean_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.67459508232,0.570171160098,0.0806343787484,0.95,0.512554231526,0.836635933114,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,32,31,30,peak_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.22,1.99274193215,0.281816266676,0.95,0.653669009067,1.78633099093,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,32,31,30,time_weighted_mean_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.83125748807,0.7561762183,0.106939466346,0.95,0.616354584629,1.04616039151,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,32,31,30,cutoff_backlog,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.56,2.18678778493,0.309258494348,0.95,0.938521787886,2.18147821211,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,32,31,30,cohort_clear_time_after_cutoff_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.4489346487,2.5275025946,0.357442844821,0.95,0.730626359059,2.16724293834,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,32,31,30,security_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.01036301574,1.07015172046,0.151342307687,0.95,0.706229261882,1.3144967696,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,32,31,30,immigration_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,-0.04025842948,0.5482760425,0.0775379415228,0.95,-0.196076756702,0.115559897742,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,31,30,29,total_queue_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.6108597254,1.31010608102,0.185276978793,0.95,1.23853169681,1.98318775399,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,31,30,29,total_queue_wait_mean_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.93092509814,0.617173370578,0.0872814951006,0.95,0.755526366926,1.10632382935,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,31,30,29,peak_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,2.12,2.16314208351,0.305914487185,0.95,1.50524182187,2.73475817813,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,31,30,29,time_weighted_mean_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.06944542405,0.7998961798,0.113122402596,0.95,0.842117445026,1.29677340307,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,31,30,29,cutoff_backlog,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,2.28,2.52368373451,0.356902776449,0.95,1.56277701839,2.99722298161,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,31,30,29,cohort_clear_time_after_cutoff_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,2.00778721456,2.65009174997,0.374779569434,0.95,1.25463947244,2.76093495668,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,31,30,29,security_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.54850176654,1.30778430912,0.184948630661,0.95,1.17683357822,1.92016995486,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,31,30,29,immigration_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.1708843429,0.860493299774,0.121692129487,0.95,-0.0736651470709,0.415433832871,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,30,29,28,total_queue_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,2.14400800106,1.44571331939,0.204454738359,0.95,1.73314082174,2.55487518038,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,30,29,28,total_queue_wait_mean_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.10281836696,0.723554708977,0.102326088255,0.95,0.89718639389,1.30845034003,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,30,29,28,peak_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,2.2,2.08003139694,0.294160861171,0.95,1.60886161766,2.79113838234,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,30,29,28,time_weighted_mean_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.16451882744,0.958029928713,0.135485891835,0.95,0.892249734233,1.43678792066,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,30,29,28,cutoff_backlog,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,2.54,2.64351343203,0.373849254789,0.95,1.78872179516,3.29127820484,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,30,29,28,cohort_clear_time_after_cutoff_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,2.3976895809,2.86751764574,0.405528234495,0.95,1.5827500829,3.2126290789,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,30,29,28,security_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,2.09373174728,1.43789934163,0.203349675025,0.95,1.68508527587,2.50237821869,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,20,30,29,28,immigration_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.12217808214,0.768557778439,0.108690483374,0.95,-0.0962436217592,0.340599786039,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,36,35,34,total_queue_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.02076431318,0.0437481860736,0.00618692780745,0.95,0.00833121626425,0.0331974100958,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,36,35,34,total_queue_wait_mean_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.01885368932,0.0247410351358,0.00349891074361,0.95,0.0118223649327,0.0258850137073,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,36,35,34,peak_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.58,1.05152949826,0.148708727768,0.95,0.281158623133,0.878841376867,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,36,35,34,time_weighted_mean_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.0400815874444,0.0434140440986,0.00613967299617,0.95,0.0277434526272,0.0524197222616,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,36,35,34,cutoff_backlog,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.08,0.274047515618,0.0387561713321,0.95,0.00211655780498,0.157883442195,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,36,35,34,cohort_clear_time_after_cutoff_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.00989306438,0.0565321380235,0.00799485163028,0.95,-0.00617319148073,0.0259593202407,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,36,35,34,security_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.142874563,0.435127436778,0.0615363122452,0.95,0.0192127137278,0.266536412272,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,36,35,34,immigration_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,-0.2770929184,0.384461078164,0.0543710070944,0.95,-0.386355547875,-0.167830288925,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,35,34,33,total_queue_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.084530478,0.0991172530172,0.0140172963482,0.95,0.0563616663671,0.112699289633,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,35,34,33,total_queue_wait_mean_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.04706022412,0.0341038438743,0.00482301185362,0.95,0.0373680189306,0.0567524293094,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,35,34,33,peak_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.48,0.862838221174,0.122023751452,0.95,0.234784090741,0.725215909259,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,35,34,33,time_weighted_mean_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.0992080052004,0.115409221036,0.0163213285612,0.95,0.0664090674868,0.132006942914,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,35,34,33,cutoff_backlog,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.08,0.274047515618,0.0387561713321,0.95,0.00211655780498,0.157883442195,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,35,34,33,cohort_clear_time_after_cutoff_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.11698644296,0.350929122019,0.0496288723791,0.95,0.0172534899803,0.21671939594,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,35,34,33,security_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.29633085464,0.544620004501,0.0770208996706,0.95,0.141551561921,0.451110147359,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,35,34,33,immigration_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,-0.29715121154,0.643057667422,0.0909420874657,0.95,-0.479906178524,-0.114396244556,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,34,33,32,total_queue_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.27391398778,0.174046921083,0.0246139516285,0.95,0.224450400099,0.323377575461,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,34,33,32,total_queue_wait_mean_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.12663590436,0.0728643426865,0.0103045741641,0.95,0.105928087291,0.147343721429,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,34,33,32,peak_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.42,0.609114445867,0.0861417910382,0.95,0.246891589848,0.593108410152,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,34,33,32,time_weighted_mean_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.197763039445,0.1644397046,0.0232552860437,0.95,0.151029792479,0.244496286411,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,34,33,32,cutoff_backlog,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.34,0.592814112036,0.0838365757207,0.95,0.171524093466,0.508475906534,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,34,33,32,cohort_clear_time_after_cutoff_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.25021884732,0.569959182713,0.0806044006192,0.95,0.088238239832,0.412199454808,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,34,33,32,security_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.32008985342,0.49428575384,0.0699025616768,0.95,0.179615396462,0.460564310378,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,34,33,32,immigration_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,-0.14781947686,0.414862169263,0.0586703706287,0.95,-0.265722000829,-0.0299169528913,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,31,total_queue_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.31578557448,1.41558384185,0.200193786783,0.95,0.913481097935,1.71809005103,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,31,total_queue_wait_mean_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.69334867782,0.746670608133,0.105595170065,0.95,0.481147238897,0.905550116743,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,31,peak_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.36,1.60051012276,0.226346312232,0.95,0.905140055922,1.81485994408,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,31,time_weighted_mean_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.859027549797,0.963874996727,0.13631250928,0.95,0.585097306636,1.13295779296,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,31,cutoff_backlog,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.46,2.42613322985,0.343107051778,0.95,0.770500565063,2.14949943494,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,31,cohort_clear_time_after_cutoff_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.67761087158,2.33805682581,0.330651167266,0.95,1.01314247371,2.34207926945,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,31,security_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.7573457235,0.928329809122,0.131285660642,0.95,0.493517310884,1.02117413612,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,31,immigration_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.6063121655,1.07825600753,0.152488426957,0.95,0.299875198739,0.912749132261,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,30,total_queue_wait_p95_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.31821867154,1.052828321,0.14889240904,0.95,1.01900817334,1.61742916974,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,30,total_queue_wait_mean_seconds,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.76371887682,0.589515826194,0.0833701276637,0.95,0.596180332751,0.931257420889,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,30,peak_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.36,1.99754951919,0.282496162156,0.95,0.792302707948,1.92769729205,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,30,time_weighted_mean_total_waiting_queue,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,0.936637082932,0.775828345104,0.109718696772,0.95,0.716149106849,1.15712505902,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,30,cutoff_backlog,LOWER_MINUS_2_MIDDLE_PLUS_HIGHER,50,1.92,2.18379934789,0.308835865528,0.95,1.2993710923,2.5406289077,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
