schema_version,study_id,scenario_id,input_sample_id,replication_id,security_capacity,immigration_capacity,config_id,config_sha256,model_version,master_seed,arrival_seed,service_seed,routing_seed,tie_seed,arrivals,completed_after_drain,rejected_or_dropped_count,total_queue_wait_p95_seconds,total_queue_wait_mean_seconds,security_wait_p95_seconds,immigration_wait_p95_seconds,cutoff_backlog,cohort_clear_time_after_cutoff_seconds,security_utilization,immigration_utilization,analysis_window_start_seconds,analysis_window_end_seconds,peak_window_end_seconds,security_positive_wait_count,immigration_positive_wait_count,peak_security_waiting_queue,peak_immigration_waiting_queue,peak_total_waiting_queue,security_queue_person_seconds,immigration_queue_person_seconds,total_queue_person_seconds,time_weighted_mean_security_waiting_queue,time_weighted_mean_immigration_waiting_queue,time_weighted_mean_total_waiting_queue
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,38,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290381,202609290382,202609290383,202609290384,406,406,0,18.056658748,8.245871614,0.482139703,17.793994494,64,48.670093102,0.725875015,0.890442267,0,300,335.670093102,30,361,5,26,26,31.518455537,2719.61376281,2751.13221834,0.105061518457,9.06537920936,9.17044072781
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,39,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290391,202609290392,202609290393,202609290394,388,388,0,11.922331997,4.318465642,3.324450419,10.812920573,65,49.246930222,0.692547619,0.849559027,0,300,336.246930222,63,267,14,19,19,146.654452575,1208.27630113,1354.93075371,0.48884817525,4.02758767045,4.5164358457
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,40,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290401,202609290402,202609290403,202609290404,399,399,0,12.677926802,3.917482143,0.886537530,11.908331585,66,49.480204171,0.711706328,0.873061316,0,300,336.480204171,26,311,10,20,20,93.978975119,984.687362976,1078.6663381,0.313263250397,3.28229120992,3.59555446032
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,41,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290411,202609290412,202609290413,202609290414,416,416,0,20.080851119,14.310897431,3.201379967,20.013169173,66,50.933531791,0.738956674,0.906489743,0,300,337.933531791,94,396,9,31,31,184.981734739,5124.0084382,5308.99017293,0.616605782463,17.0800281273,17.6966339098
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,42,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290421,202609290422,202609290423,202609290424,403,403,0,20.642184325,5.374248550,6.406798214,15.802918289,66,50.703394508,0.716334039,0.878738203,0,300,337.703394508,90,304,15,25,25,387.768647645,1123.9663717,1511.73501934,1.29256215882,3.74655457233,5.03911673115
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,43,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290431,202609290432,202609290433,202609290434,407,407,0,15.756462997,9.575995132,3.675376085,15.349795307,61,44.370539668,0.736747940,0.903780255,0,300,331.370539668,92,375,11,23,23,246.840610245,3265.98870746,3512.82931771,0.82280203415,10.8866290249,11.709431059
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,44,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290441,202609290442,202609290443,202609290444,366,366,0,3.747310906,0.943014436,0.000000000,3.747310906,42,33.482179344,0.684162028,0.839272292,0,300,320.482179344,2,188,1,8,8,0.196629171,316.975053862,317.171683033,0.00065543057,1.05658351287,1.05723894344
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,45,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290451,202609290452,202609290453,202609290454,399,399,0,7.680003712,3.566240640,1.812209511,7.369759504,56,41.435147802,0.728475889,0.893632800,0,300,328.435147802,30,349,8,13,13,59.92219341,1129.40895837,1189.33115178,0.1997406447,3.7646965279,3.9644371726
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,46,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290461,202609290462,202609290463,202609290464,452,452,0,46.603526752,19.894069783,6.087412263,42.677566993,106,81.078130234,0.739392296,0.907024128,0,300,368.078130234,227,435,16,62,62,715.032113208,5641.7006382,6356.73275141,2.38344037736,18.805668794,21.1891091714
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,47,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290471,202609290472,202609290473,202609290474,385,385,0,10.216740616,4.922146496,0.000000000,10.216740616,44,34.574566537,0.717328883,0.879958593,0,300,321.574566537,15,344,3,18,18,10.596277639,1876.66768574,1887.26396338,0.0353209254633,6.25555895246,6.29087987792
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,48,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290481,202609290482,202609290483,202609290484,416,416,0,19.844546953,9.620026957,6.036285637,17.496246742,68,51.662411593,0.737425061,0.904610890,0,300,338.662411593,119,385,15,26,26,459.886011698,2851.358137,3311.2441487,1.53295337233,9.50452712333,11.0374804957
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,49,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290491,202609290492,202609290493,202609290494,423,423,0,26.288110743,15.901097222,4.767320635,25.843978227,79,60.162061883,0.732137945,0.898125101,0,300,347.162061883,134,393,14,39,39,307.54051243,5205.56580568,5513.10631811,1.02513504143,17.3518860189,18.3770210604
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I17,LOCAL_WINDOW_HPP_BASE,50,35,17,OP_RESPONSE_MLE_BASE_S35_I17,1ef9c148478d8085c14350b5c992f93e31e06edc3500ddfbf61007788e708d8e,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290501,202609290502,202609290503,202609290504,414,414,0,22.628810894,9.625336850,3.634435297,21.962511163,74,57.740819574,0.721410328,0.884965366,0,300,344.740819574,87,352,8,33,33,197.435964354,2838.12506116,3035.56102552,0.65811988118,9.46041687055,10.1185367517
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,1,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290011,202609290012,202609290013,202609290014,396,396,0,25.537638988,13.213374467,1.002408210,25.537638988,65,52.372778810,0.700556790,0.913095504,0,300,339.37277881,35,376,5,36,36,44.614908652,4442.56282905,4487.1777377,0.148716362173,14.8085427635,14.9572591257
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,2,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290021,202609290022,202609290023,202609290024,442,442,0,48.427566800,25.067082019,3.143223476,45.458745431,112,90.092967854,0.706325133,0.920613878,0,300,377.092967854,153,423,9,65,65,238.079404278,7636.91643285,7874.99583712,0.79359801426,25.4563881095,26.2499861237
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,3,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290031,202609290032,202609290033,202609290034,393,393,0,19.417787204,12.361040401,1.587516726,19.116113016,64,51.823039487,0.696335900,0.907594058,0,300,338.823039487,55,376,6,26,26,71.573748595,4127.92574682,4199.49949542,0.238579161983,13.7597524894,13.9983316514
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,4,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290041,202609290042,202609290043,202609290044,410,410,0,28.810318262,11.518509931,0.740553454,28.453031663,84,69.177026161,0.692308561,0.902344882,0,300,356.177026161,42,394,5,41,41,37.504747117,3237.3507246,3274.85547172,0.125015823723,10.791169082,10.9161849057
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,5,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290051,202609290052,202609290053,202609290054,388,388,0,31.819848464,18.193147792,1.533329155,31.819848464,66,54.537420305,0.682213262,0.889186816,0,300,341.537420305,49,366,6,42,42,64.5871594,6100.91635159,6165.50351099,0.215290531333,20.3363878386,20.55167837
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,6,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290061,202609290062,202609290063,202609290064,419,419,0,41.571424268,19.491566761,1.595278270,41.455502735,94,76.265485246,0.694176892,0.904780038,0,300,363.265485246,94,389,4,56,56,98.410416938,5836.26725009,5934.67766703,0.328034723127,19.454224167,19.7822588901
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,7,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290071,202609290072,202609290073,202609290074,408,408,0,33.144632560,16.261421930,1.955324017,31.861023257,86,70.256658778,0.686922588,0.895324884,0,300,357.256658778,58,374,9,44,44,97.817459993,4903.42334537,5001.24080536,0.326058199977,16.3447444846,16.6708026845
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,8,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290081,202609290082,202609290083,202609290084,442,442,0,61.487636248,34.481476756,5.865353632,61.487636248,114,92.825816755,0.701411302,0.914209262,0,300,379.825816755,205,426,15,80,80,639.513730135,10909.2875175,11548.8012477,2.13171243378,36.3642917251,38.4960041589
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,9,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290091,202609290092,202609290093,202609290094,395,395,0,27.393206251,14.446663193,3.538842090,26.324611675,70,56.854545596,0.690011573,0.899351021,0,300,343.854545596,89,376,9,36,36,207.375028284,4660.98182635,4868.35685463,0.69125009428,15.5366060878,16.2278561821
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,10,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290101,202609290102,202609290103,202609290104,394,394,0,23.853825700,10.769589626,0.986015081,23.853825700,75,59.802941741,0.682624740,0.889723131,0,300,346.802941741,31,344,5,33,33,43.123279111,3143.16508867,3186.28836778,0.143744263703,10.4772169622,10.6209612259
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,11,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290111,202609290112,202609290113,202609290114,409,409,0,39.891561134,24.474627862,3.006425713,39.610342096,80,64.504234633,0.699473462,0.911683510,0,300,351.504234633,92,389,8,54,54,181.740468715,8312.71117151,8494.45164022,0.605801562383,27.7090372384,28.3148388007
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,12,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290121,202609290122,202609290123,202609290124,423,423,0,39.530148536,19.949162289,4.597051351,39.421346157,94,76.614807502,0.700153861,0.912570332,0,300,363.614807502,132,405,15,54,54,296.045869899,5955.57493853,6251.62080843,0.98681956633,19.8519164618,20.8387360281
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,13,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290131,202609290132,202609290133,202609290134,455,455,0,67.364318561,39.976035364,17.570436076,65.801993415,128,102.649239192,0.704425430,0.918137833,0,300,389.649239192,261,436,36,90,90,2766.69529709,10699.3851562,13466.0804533,9.22231765696,35.6646171872,44.8869348442
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,14,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290141,202609290142,202609290143,202609290144,374,374,0,20.988425711,9.868272569,1.567752431,20.988425711,53,44.224017411,0.677299797,0.882782678,0,300,331.224017411,43,324,6,29,29,69.687261791,3248.177164,3317.8644258,0.232290872637,10.8272572133,11.059548086
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,15,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290151,202609290152,202609290153,202609290154,386,386,0,25.888432288,9.943438977,2.275403704,24.821974310,68,55.169131789,0.677489554,0.883030004,0,300,342.169131789,48,318,8,33,33,96.505325112,2875.21030074,2971.71562585,0.32168441704,9.5840343358,9.90571875284
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,16,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290161,202609290162,202609290163,202609290164,401,401,0,26.032096563,8.045110744,1.442098414,25.021654089,81,65.963696822,0.683056894,0.890286394,0,300,352.963696822,59,336,5,37,37,68.350265058,1928.02076773,1996.37103279,0.22783421686,6.42673589243,6.65457010929
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,17,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290171,202609290172,202609290173,202609290174,429,429,0,49.286118887,24.117028002,5.188586641,49.173359312,108,83.562123322,0.697223618,0.908751096,0,300,370.562123322,138,407,13,65,65,372.666936797,7028.67153666,7401.33847346,1.24222312266,23.4289051222,24.6711282449
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,18,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290181,202609290182,202609290183,202609290184,419,419,0,40.502271202,22.386864423,3.730687784,40.454359506,94,77.278114479,0.692313694,0.902351573,0,300,364.278114479,104,399,8,57,57,211.172032437,6920.56322039,7131.73525282,0.70390677479,23.068544068,23.7724508427
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,19,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290191,202609290192,202609290193,202609290194,445,445,0,55.027412472,24.214657095,2.132257508,53.335778372,120,93.750077207,0.704514395,0.918253788,0,300,380.750077207,143,429,6,73,73,167.753607147,6899.93859835,7067.6922055,0.55917869049,22.9997953278,23.5589740183
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,20,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290201,202609290202,202609290203,202609290204,418,418,0,38.042536810,20.066267159,2.691703762,37.867077655,89,74.347135210,0.696068980,0.907246158,0,300,361.34713521,90,401,7,51,51,144.324889365,6321.3822129,6465.70710227,0.48108296455,21.071274043,21.5523570076
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,21,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290211,202609290212,202609290213,202609290214,417,417,0,36.529813229,14.699028872,5.695733322,36.529813229,94,75.941757371,0.691458309,0.901236677,0,300,362.941757371,144,375,15,50,50,472.021558157,3625.33115933,4097.35271749,1.57340519386,12.0844371978,13.6578423916
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,22,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290221,202609290222,202609290223,202609290224,410,410,0,35.494870594,17.503617149,1.401286549,35.310906302,86,69.907443881,0.690941531,0.900563115,0,300,356.907443881,45,379,8,48,48,81.116926971,5383.27695785,5464.39388482,0.27038975657,17.9442565262,18.2146462827
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,23,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290231,202609290232,202609290233,202609290234,439,439,0,56.784233020,32.244476737,4.154248735,56.736383309,111,90.331844884,0.701101745,0.913805790,0,300,377.331844884,146,423,9,74,74,327.516557679,10440.8883001,10768.4048578,1.09172185893,34.8029610002,35.8946828592
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,24,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290241,202609290242,202609290243,202609290244,412,412,0,26.336945103,13.178637254,1.409588702,26.336945103,83,66.924765426,0.699955939,0.912312364,0,300,353.924765426,55,396,9,42,42,70.178277908,3975.2399621,4045.41824,0.233927593027,13.2507998737,13.4847274667
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,25,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290251,202609290252,202609290253,202609290254,424,424,0,39.563138141,22.178762629,2.799013745,38.833274030,99,79.861223279,0.695811186,0.906910153,0,300,366.861223279,110,382,10,53,53,177.579337347,6969.36510732,7146.94444466,0.59193112449,23.2312170244,23.8231481489
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,26,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290261,202609290262,202609290263,202609290264,419,419,0,40.845546755,19.987247918,3.210530352,39.914673778,94,74.856740809,0.696785670,0.908180280,0,300,361.856740809,123,400,11,53,53,259.237198105,6026.5531848,6285.79038291,0.864123993683,20.088510616,20.9526346097
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,27,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290271,202609290272,202609290273,202609290274,410,410,0,28.188745412,15.511357746,1.885553629,27.805219486,83,67.755062270,0.694985445,0.905833894,0,300,354.75506227,80,394,7,42,42,108.650334591,4829.58722021,4938.2375548,0.36216778197,16.0986240674,16.4607918493
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,28,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290281,202609290282,202609290283,202609290284,392,392,0,22.107187182,7.705971984,1.783367726,22.069895288,75,58.372284288,0.681870912,0.888740603,0,300,345.372284288,37,315,9,33,33,75.53470812,1954.37837206,2029.91308018,0.2517823604,6.51459457353,6.76637693393
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,29,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290291,202609290292,202609290293,202609290294,424,424,0,44.726569661,21.590169981,2.240702507,44.040881136,97,78.811830095,0.697738738,0.909422496,0,300,365.811830095,125,408,9,60,60,168.830004127,6587.31402664,6756.14403077,0.562766680423,21.9577134221,22.5204801026
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,CAPACITY_RESPONSE_S35_I16,LOCAL_WINDOW_HPP_BASE,30,35,16,OP_RESPONSE_MLE_BASE_S35_I16,ce619904704050f97832ef7a9a8651d09ca07ff0ad2c4d98f399ba1e3a9962ee,TASK3_OPERATIONAL_POOLED_V1,202607290000,202609290301,202609290302,202609290303,202609290304,408,408,0,27.388295605,10.590257715,2.819424023,25.442748746,83,66.357582163,0.694233379,0.904853662,0,300,353.357582163,99,390,9,38,38,166.259981758,2823.73288599,2989.99286775,0.554199939193,9.4124429533,9.96664289249
