schema_version,study_id,comparator_id,security_capacity,immigration_capacity,arrival_rate_per_second,arrival_spacing_seconds,arrival_cutoff_seconds,deterministic_arrivals,security_service_seconds,immigration_service_seconds,security_throughput_capacity_per_second,immigration_throughput_capacity_per_second,system_bottleneck_throughput_capacity_per_second,security_throughput_headroom_per_second,immigration_throughput_headroom_per_second,security_offered_workload_a,immigration_offered_workload_a,security_rho,immigration_rho,security_capacity_minus_a,immigration_capacity_minus_a,security_beta,immigration_beta,ideal_security_wait_mean_seconds,ideal_security_wait_p95_seconds,ideal_immigration_wait_mean_seconds,ideal_immigration_wait_p95_seconds,ideal_total_queue_wait_mean_seconds,ideal_total_queue_wait_p95_seconds,ideal_peak_security_waiting_queue,ideal_peak_immigration_waiting_queue,ideal_peak_total_waiting_queue,anylogic_total_queue_wait_mean_estimate_seconds,anylogic_total_queue_wait_mean_ci_low_seconds,anylogic_total_queue_wait_mean_ci_high_seconds,anylogic_total_queue_wait_p95_estimate_seconds,anylogic_total_queue_wait_p95_ci_low_seconds,anylogic_total_queue_wait_p95_ci_high_seconds,anylogic_peak_total_waiting_queue_estimate,anylogic_peak_total_waiting_queue_ci_low,anylogic_peak_total_waiting_queue_ci_high,variability_congestion_penalty_mean_wait_seconds,variability_congestion_penalty_mean_wait_ci_low_seconds,variability_congestion_penalty_mean_wait_ci_high_seconds,variability_congestion_penalty_p95_wait_seconds,variability_congestion_penalty_p95_wait_ci_low_seconds,variability_congestion_penalty_p95_wait_ci_high_seconds,variability_congestion_penalty_peak_queue,variability_congestion_penalty_peak_queue_ci_low,variability_congestion_penalty_peak_queue_ci_high,interpretation_role
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,DETERMINISTIC_IDEAL_CONTROL_V1,33,19,1.36421329697,0.733023202618,300,409,21.818181818,13,1.51250000001,1.46153846154,1.46153846154,0.148286703041,0.0973251645665,29.7646537519,17.7347728606,0.901959204602,0.933409097928,3.23534624813,1.26522713936,0.593021376366,0.300438568307,0,0,0,0,0,0,0,0,0,2.61922918874,1.94400017401,3.29445820347,7.7792284028,6.48498679908,9.07347000652,14.24,12.2414791226,16.2385208774,2.61922918874,1.94400017401,3.29445820347,7.7792284028,6.48498679908,9.07347000652,14.24,12.2414791226,16.2385208774,IDEAL_CONTROL_OVERLAY_NOT_CALIBRATED_FORECAST
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,DETERMINISTIC_IDEAL_CONTROL_V1,33,18,1.36421329697,0.733023202618,300,409,21.818181818,13,1.51250000001,1.38461538462,1.38461538462,0.148286703041,0.0204020876434,29.7646537519,17.7347728606,0.901959204602,0.985265158924,3.23534624813,0.265227139364,0.593021376366,0.0629803610335,0,0,0,0,0,0,0,0,0,5.06566449326,3.95583826781,6.17549071871,12.2621815396,10.378091859,14.1462712202,18.7,16.0799917337,21.3200082663,5.06566449326,3.95583826781,6.17549071871,12.2621815396,10.378091859,14.1462712202,18.7,16.0799917337,21.3200082663,IDEAL_CONTROL_OVERLAY_NOT_CALIBRATED_FORECAST
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,DETERMINISTIC_IDEAL_CONTROL_V1,33,17,1.36421329697,0.733023202618,300,409,21.818181818,13,1.51250000001,1.30769230769,1.30769230769,0.148286703041,-0.0565209892797,29.7646537519,17.7347728606,0.901959204602,1.04322193298,3.23534624813,-0.734772860636,0.593021376366,-0.17447784624,0,0,6.21042493823,11.849322221,6.21042493823,11.849322221,0,17,17,9.96461821182,8.29064541146,11.6385910122,20.9273569613,18.1327848034,23.7219291192,29.42,25.752491765,33.087508235,3.75419327359,2.08022047323,5.42816607394,9.07803474034,6.28346258245,11.8726068982,12.42,8.75249176501,16.087508235,IDEAL_CONTROL_OVERLAY_NOT_CALIBRATED_FORECAST
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,DETERMINISTIC_IDEAL_CONTROL_V1,33,16,1.36421329697,0.733023202618,300,409,21.818181818,13,1.51250000001,1.23076923077,1.23076923077,0.148286703041,-0.133444066203,29.7646537519,17.7347728606,0.901959204602,1.10842330379,3.23534624813,-1.73477286064,0.593021376366,-0.411936053513,0,0,15.6233117593,30.5190901948,15.6233117593,30.5190901948,0,40,40,17.8150163813,15.6576299981,19.9724027645,35.6092292366,31.917244286,39.3012141873,46.66,42.1435449476,51.1764550524,2.19170462203,0.034318238798,4.34909100526,5.09013904182,1.39815409113,8.7821239925,6.66,2.14354494763,11.1764550524,IDEAL_CONTROL_OVERLAY_NOT_CALIBRATED_FORECAST
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,DETERMINISTIC_IDEAL_CONTROL_V1,32,21,1.36421329697,0.733023202618,300,409,21.818181818,13,1.46666666668,1.61538461538,1.46666666668,0.102453369707,0.251171318413,29.7646537519,17.7347728606,0.930145429746,0.844512993364,2.23534624813,3.26522713936,0.409726813471,0.775354982853,0,0,0,0,0,0,0,0,0,2.1600986285,1.52763956466,2.79255769234,7.09406580436,5.83358807798,8.35454353074,14.68,12.6749904549,16.6850095451,2.1600986285,1.52763956466,2.79255769234,7.09406580436,5.83358807798,8.35454353074,14.68,12.6749904549,16.6850095451,IDEAL_CONTROL_OVERLAY_NOT_CALIBRATED_FORECAST
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,DETERMINISTIC_IDEAL_CONTROL_V1,32,20,1.36421329697,0.733023202618,300,409,21.818181818,13,1.46666666668,1.53846153846,1.46666666668,0.102453369707,0.17424824149,29.7646537519,17.7347728606,0.930145429746,0.886738643032,2.23534624813,2.26522713936,0.409726813471,0.53789677558,0,0,0,0,0,0,0,0,0,2.32876258066,1.68402659002,2.9734985713,7.36462570714,6.09384993637,8.63540147791,14.82,12.8213719052,16.8186280948,2.32876258066,1.68402659002,2.9734985713,7.36462570714,6.09384993637,8.63540147791,14.82,12.8213719052,16.8186280948,IDEAL_CONTROL_OVERLAY_NOT_CALIBRATED_FORECAST
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,DETERMINISTIC_IDEAL_CONTROL_V1,32,19,1.36421329697,0.733023202618,300,409,21.818181818,13,1.46666666668,1.46153846154,1.46153846154,0.102453369707,0.0973251645665,29.7646537519,17.7347728606,0.930145429746,0.933409097928,2.23534624813,1.26522713936,0.409726813471,0.300438568307,0,0,0,0,0,0,0,0,0,2.81824835784,2.12089142542,3.51560529026,8.16707836386,6.85433911116,9.47981761656,15.46,13.4016308027,17.5183691973,2.81824835784,2.12089142542,3.51560529026,8.16707836386,6.85433911116,9.47981761656,15.46,13.4016308027,17.5183691973,IDEAL_CONTROL_OVERLAY_NOT_CALIBRATED_FORECAST
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,DETERMINISTIC_IDEAL_CONTROL_V1,32,18,1.36421329697,0.733023202618,300,409,21.818181818,13,1.46666666668,1.38461538462,1.38461538462,0.102453369707,0.0204020876434,29.7646537519,17.7347728606,0.930145429746,0.985265158924,2.23534624813,0.265227139364,0.409726813471,0.0629803610335,0,0,0,0,0,0,0,0,0,5.12083326674,4.00642993931,6.23523659417,12.3196005154,10.4364798408,14.20272119,19.44,16.7640245047,22.1159754953,5.12083326674,4.00642993931,6.23523659417,12.3196005154,10.4364798408,14.20272119,19.44,16.7640245047,22.1159754953,IDEAL_CONTROL_OVERLAY_NOT_CALIBRATED_FORECAST
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,DETERMINISTIC_IDEAL_CONTROL_V1,32,17,1.36421329697,0.733023202618,300,409,21.818181818,13,1.46666666668,1.30769230769,1.30769230769,0.102453369707,-0.0565209892797,29.7646537519,17.7347728606,0.930145429746,1.04322193298,2.23534624813,-0.734772860636,0.409726813471,-0.17447784624,0,0,6.21042493823,11.849322221,6.21042493823,11.849322221,0,17,17,9.97529652974,8.30008463261,11.6505084269,20.930709311,18.1352940289,23.726124593,29.24,25.5253918083,32.9546081917,3.76487159151,2.08965969438,5.44008348863,9.08138708996,6.28597180794,11.876802372,12.24,8.5253918083,15.9546081917,IDEAL_CONTROL_OVERLAY_NOT_CALIBRATED_FORECAST
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,DETERMINISTIC_IDEAL_CONTROL_V1,32,16,1.36421329697,0.733023202618,300,409,21.818181818,13,1.46666666668,1.23076923077,1.23076923077,0.102453369707,-0.133444066203,29.7646537519,17.7347728606,0.930145429746,1.10842330379,2.23534624813,-1.73477286064,0.409726813471,-0.411936053513,0,0,15.6233117593,30.5190901948,15.6233117593,30.5190901948,0,40,40,17.8150163813,15.6576299981,19.9724027645,35.6092292366,31.917244286,39.3012141873,46.08,41.5488864116,50.6111135884,2.19170462203,0.034318238798,4.34909100526,5.09013904182,1.39815409113,8.7821239925,6.08,1.54888641162,10.6111135884,IDEAL_CONTROL_OVERLAY_NOT_CALIBRATED_FORECAST
