schema_version,study_id,axis,fixed_security_capacity,fixed_immigration_capacity,higher_capacity,lower_capacity,higher_scenario_id,lower_scenario_id,metric,contrast,n_pairs,mean_penalty,standard_deviation,standard_error,ci_level,ci_low,ci_high,crn_alignment_status,analysis_role
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,CAPACITY_RESPONSE_S33_I19,CAPACITY_RESPONSE_S32_I19,total_queue_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.38784996106,0.183824096209,0.025996652995,0.95,0.335607730953,0.440092191167,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,CAPACITY_RESPONSE_S33_I19,CAPACITY_RESPONSE_S32_I19,total_queue_wait_mean_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.1990191691,0.105603036786,0.014934524685,0.95,0.169007118115,0.229031220085,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,CAPACITY_RESPONSE_S33_I19,CAPACITY_RESPONSE_S32_I19,peak_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,1.22,0.648074069841,0.0916515138991,0.95,1.03581938722,1.40418061278,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,CAPACITY_RESPONSE_S33_I19,CAPACITY_RESPONSE_S32_I19,time_weighted_mean_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.372810934,0.269593761544,0.0381263153906,0.95,0.296193234708,0.449428633292,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,CAPACITY_RESPONSE_S33_I19,CAPACITY_RESPONSE_S32_I19,cutoff_backlog,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.52,0.735124590301,0.103962316564,0.95,0.311079903039,0.728920096961,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,CAPACITY_RESPONSE_S33_I19,CAPACITY_RESPONSE_S32_I19,cohort_clear_time_after_cutoff_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.37709835466,0.555366542751,0.0785406896847,0.95,0.219264929563,0.534931779757,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,CAPACITY_RESPONSE_S33_I19,CAPACITY_RESPONSE_S32_I19,security_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,1.56868896072,0.985450406578,0.139363733003,0.95,1.28862705392,1.84875086752,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,33,32,CAPACITY_RESPONSE_S33_I19,CAPACITY_RESPONSE_S32_I19,immigration_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,-1.1836964794,1.21101387184,0.171263224178,0.95,-1.52786281374,-0.839530145062,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,CAPACITY_RESPONSE_S32_I19,CAPACITY_RESPONSE_S31_I19,total_queue_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,1.70363553554,1.38352619081,0.195660150294,0.95,1.31044174262,2.09682932846,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,CAPACITY_RESPONSE_S32_I19,CAPACITY_RESPONSE_S31_I19,total_queue_wait_mean_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.89236784692,0.832158338798,0.117684960877,0.95,0.655871063759,1.12886463008,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,CAPACITY_RESPONSE_S32_I19,CAPACITY_RESPONSE_S31_I19,peak_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,2.58,1.90691544926,0.269678569064,0.95,2.03806062563,3.12193937437,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,CAPACITY_RESPONSE_S32_I19,CAPACITY_RESPONSE_S31_I19,time_weighted_mean_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,1.2318384838,1.15985733278,0.164028597044,0.95,0.902210676997,1.5614662906,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,CAPACITY_RESPONSE_S32_I19,CAPACITY_RESPONSE_S31_I19,cutoff_backlog,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,1.98,2.65337674733,0.375244138216,0.95,1.22591867196,2.73408132804,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,CAPACITY_RESPONSE_S32_I19,CAPACITY_RESPONSE_S31_I19,cohort_clear_time_after_cutoff_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,2.05470922624,2.32096655597,0.328234238127,0.95,1.39509782932,2.71432062316,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,CAPACITY_RESPONSE_S32_I19,CAPACITY_RESPONSE_S31_I19,security_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,2.32603468422,1.4657736414,0.207291696303,0.95,1.90946642447,2.74260294397,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,32,31,CAPACITY_RESPONSE_S32_I19,CAPACITY_RESPONSE_S31_I19,immigration_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,-0.5773843139,0.389477403501,0.0550804226268,0.95,-0.688072567262,-0.466696060538,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,31,30,CAPACITY_RESPONSE_S31_I19,CAPACITY_RESPONSE_S30_I19,total_queue_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,3.02185420708,2.07484336377,0.293427162484,0.95,2.43219024745,3.61151816671,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,31,30,CAPACITY_RESPONSE_S31_I19,CAPACITY_RESPONSE_S30_I19,total_queue_wait_mean_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,1.65608672374,1.24007345642,0.175372870041,0.95,1.30366174684,2.00851170064,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,31,30,CAPACITY_RESPONSE_S31_I19,CAPACITY_RESPONSE_S30_I19,peak_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,3.94,2.97890542834,0.421280845779,0.95,3.09340444445,4.78659555555,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,31,30,CAPACITY_RESPONSE_S31_I19,CAPACITY_RESPONSE_S30_I19,time_weighted_mean_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,2.16847556673,1.64398614697,0.23249475054,0.95,1.70125987328,2.63569126018,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,31,30,CAPACITY_RESPONSE_S31_I19,CAPACITY_RESPONSE_S30_I19,cutoff_backlog,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,3.9,3.53553390593,0.5,0.95,2.89521238144,4.90478761856,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,31,30,CAPACITY_RESPONSE_S31_I19,CAPACITY_RESPONSE_S30_I19,cohort_clear_time_after_cutoff_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,3.4965654569,2.93143626435,0.414567692227,0.95,2.66346048849,4.32967042531,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,31,30,CAPACITY_RESPONSE_S31_I19,CAPACITY_RESPONSE_S30_I19,security_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,3.33639769996,2.00763789363,0.28392287375,0.95,2.76583332362,3.9069620763,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,31,30,CAPACITY_RESPONSE_S31_I19,CAPACITY_RESPONSE_S30_I19,immigration_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,-0.45700141622,0.45339686607,0.0641199997134,0.95,-0.585855379849,-0.328147452591,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,30,29,CAPACITY_RESPONSE_S30_I19,CAPACITY_RESPONSE_S29_I19,total_queue_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,4.70013210006,2.5036425255,0.354068521489,0.95,3.98860476703,5.41165943309,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,30,29,CAPACITY_RESPONSE_S30_I19,CAPACITY_RESPONSE_S29_I19,total_queue_wait_mean_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,2.6313671504,1.44740589046,0.204694104055,0.95,2.2200189477,3.0427153531,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,30,29,CAPACITY_RESPONSE_S30_I19,CAPACITY_RESPONSE_S29_I19,peak_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,6.18,3.46816425005,0.490472491895,0.95,5.19435862579,7.16564137421,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,30,29,CAPACITY_RESPONSE_S30_I19,CAPACITY_RESPONSE_S29_I19,time_weighted_mean_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,3.29131508556,1.82436158782,0.258003690017,0.95,2.77283725902,3.80979291211,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,30,29,CAPACITY_RESPONSE_S30_I19,CAPACITY_RESPONSE_S29_I19,cutoff_backlog,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,6.08,3.94782295987,0.558306477169,0.95,4.95804112875,7.20195887125,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,30,29,CAPACITY_RESPONSE_S30_I19,CAPACITY_RESPONSE_S29_I19,cohort_clear_time_after_cutoff_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,5.62603619304,3.41557701519,0.483035533821,0.95,4.65533994562,6.59673244046,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,30,29,CAPACITY_RESPONSE_S30_I19,CAPACITY_RESPONSE_S29_I19,security_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,4.8848994665,2.48349994253,0.351219930088,0.95,4.17909659221,5.59070234079,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,30,29,CAPACITY_RESPONSE_S30_I19,CAPACITY_RESPONSE_S29_I19,immigration_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,-0.33733301766,0.455326682056,0.0643929169073,0.95,-0.466735428923,-0.207930606397,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,29,28,CAPACITY_RESPONSE_S29_I19,CAPACITY_RESPONSE_S28_I19,total_queue_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,6.9534272096,2.73580643723,0.386901456756,0.95,6.17591962289,7.73093479631,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,29,28,CAPACITY_RESPONSE_S29_I19,CAPACITY_RESPONSE_S28_I19,total_queue_wait_mean_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,3.77392667456,1.45109718289,0.205216131636,0.95,3.36152941816,4.18632393096,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,29,28,CAPACITY_RESPONSE_S29_I19,CAPACITY_RESPONSE_S28_I19,peak_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,8.42,3.3325237112,0.471290022931,0.95,7.47290724041,9.36709275959,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,29,28,CAPACITY_RESPONSE_S29_I19,CAPACITY_RESPONSE_S28_I19,time_weighted_mean_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,4.50077933482,1.7325518253,0.245019828885,0.95,4.00839355408,4.99316511555,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,29,28,CAPACITY_RESPONSE_S29_I19,CAPACITY_RESPONSE_S28_I19,cutoff_backlog,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,8.68,3.47844675635,0.491926657882,0.95,7.69143636984,9.66856363016,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,29,28,CAPACITY_RESPONSE_S29_I19,CAPACITY_RESPONSE_S28_I19,cohort_clear_time_after_cutoff_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,8.22062078744,3.41185898292,0.482509724655,0.95,7.2509811931,9.19026038178,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,29,28,CAPACITY_RESPONSE_S29_I19,CAPACITY_RESPONSE_S28_I19,security_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,6.97863121378,2.68296074237,0.379427946918,0.95,6.21614220738,7.74112022018,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,19,29,28,CAPACITY_RESPONSE_S29_I19,CAPACITY_RESPONSE_S28_I19,immigration_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,-0.2294401789,0.700476736961,0.0990623701537,0.95,-0.428513464892,-0.0303668929078,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,36,35,CAPACITY_RESPONSE_S36_I18,CAPACITY_RESPONSE_S35_I18,total_queue_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0,0,0,0.95,0,0,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,36,35,CAPACITY_RESPONSE_S36_I18,CAPACITY_RESPONSE_S35_I18,total_queue_wait_mean_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.00022120168,0.00117257739776,0.000165827485885,0.95,-0.000112041129269,0.000554444489269,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,36,35,CAPACITY_RESPONSE_S36_I18,CAPACITY_RESPONSE_S35_I18,peak_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,-0.5,0.839095723176,0.118666055185,0.95,-0.738468365987,-0.261531634013,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,36,35,CAPACITY_RESPONSE_S36_I18,CAPACITY_RESPONSE_S35_I18,time_weighted_mean_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.0283911586772,0.0410778160913,0.0058092804629,0.95,0.0167169725134,0.040065344841,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,36,35,CAPACITY_RESPONSE_S36_I18,CAPACITY_RESPONSE_S35_I18,cutoff_backlog,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0,0,0,0.95,0,0,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,36,35,CAPACITY_RESPONSE_S36_I18,CAPACITY_RESPONSE_S35_I18,cohort_clear_time_after_cutoff_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0,0,0,0.95,0,0,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,36,35,CAPACITY_RESPONSE_S36_I18,CAPACITY_RESPONSE_S35_I18,security_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.80939368966,0.389667058801,0.0551072439367,0.95,0.698651536858,0.920135842462,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,36,35,CAPACITY_RESPONSE_S36_I18,CAPACITY_RESPONSE_S35_I18,immigration_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,-0.46958870746,0.417205317347,0.0590017418086,0.95,-0.588157146746,-0.351020268174,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,35,34,CAPACITY_RESPONSE_S35_I18,CAPACITY_RESPONSE_S34_I18,total_queue_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0,0,0,0.95,0,0,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,35,34,CAPACITY_RESPONSE_S35_I18,CAPACITY_RESPONSE_S34_I18,total_queue_wait_mean_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.0039703895,0.0100715242271,0.00142432861557,0.95,0.00110809398462,0.00683268501538,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,35,34,CAPACITY_RESPONSE_S35_I18,CAPACITY_RESPONSE_S34_I18,peak_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,-0.4,0.880630571853,0.124539969815,0.95,-0.650272439374,-0.149727560626,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,35,34,CAPACITY_RESPONSE_S35_I18,CAPACITY_RESPONSE_S34_I18,time_weighted_mean_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.0495946235513,0.0623094810566,0.00881189131747,0.95,0.0318864649675,0.0673027821352,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,35,34,CAPACITY_RESPONSE_S35_I18,CAPACITY_RESPONSE_S34_I18,cutoff_backlog,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0,0,0,0.95,0,0,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,35,34,CAPACITY_RESPONSE_S35_I18,CAPACITY_RESPONSE_S34_I18,cohort_clear_time_after_cutoff_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0,0,0,0.95,0,0,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,35,34,CAPACITY_RESPONSE_S35_I18,CAPACITY_RESPONSE_S34_I18,security_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.95226825266,0.589747206013,0.0834028497115,0.95,0.784663951174,1.11987255415,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,35,34,CAPACITY_RESPONSE_S35_I18,CAPACITY_RESPONSE_S34_I18,immigration_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,-0.6186686555,0.523870549923,0.0740864836629,0.95,-0.767551018475,-0.469786292525,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,34,33,CAPACITY_RESPONSE_S34_I18,CAPACITY_RESPONSE_S33_I18,total_queue_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.01433478106,0.0409280541414,0.00578810092482,0.95,0.00270315677147,0.0259664053485,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,34,33,CAPACITY_RESPONSE_S34_I18,CAPACITY_RESPONSE_S33_I18,total_queue_wait_mean_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.01359012918,0.021561330539,0.00304923260711,0.95,0.00746246684051,0.0197177915195,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,34,33,CAPACITY_RESPONSE_S34_I18,CAPACITY_RESPONSE_S33_I18,peak_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0,1.16057691495,0.16413036133,0.95,-0.329832309789,0.329832309789,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,34,33,CAPACITY_RESPONSE_S34_I18,CAPACITY_RESPONSE_S33_I18,time_weighted_mean_total_waiting_queue,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.10320298367,0.124596027223,0.0176205391516,0.95,0.0677931845261,0.138612782814,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,34,33,CAPACITY_RESPONSE_S34_I18,CAPACITY_RESPONSE_S33_I18,cutoff_backlog,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.02,0.141421356237,0.02,0.95,-0.0201915047426,0.0601915047426,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,34,33,CAPACITY_RESPONSE_S34_I18,CAPACITY_RESPONSE_S33_I18,cohort_clear_time_after_cutoff_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,0.01341829586,0.0948816799457,0.01341829586,0.95,-0.0135467792247,0.0403833709447,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,34,33,CAPACITY_RESPONSE_S34_I18,CAPACITY_RESPONSE_S33_I18,security_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,1.2485991073,0.78915198579,0.111602944108,0.95,1.02432459443,1.47287362017,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
1.0,TASK3_CAPACITY_RESPONSE_SURFACE_EXPLORATORY_V1,SECURITY,,18,34,33,CAPACITY_RESPONSE_S34_I18,CAPACITY_RESPONSE_S33_I18,immigration_wait_p95_seconds,LOWER_CAPACITY_MINUS_HIGHER_CAPACITY,50,-1.03120132578,1.08728120503,0.153764782627,0.95,-1.34020322529,-0.72219942627,PASS,EXPLORATORY_SENSITIVITY_NOT_CONFIRMATORY
