schema_version,config_id,config_sha256,model_version,scenario_id,input_sample_id,replication_id,arrival_cutoff_seconds,drain_end_seconds,arrivals,completed_at_cutoff,security_queue_at_cutoff,security_in_service_at_cutoff,immigration_queue_at_cutoff,immigration_in_service_at_cutoff,wip_at_cutoff,completed_after_drain,rejected_or_dropped_count,technology_count,additional_check_count,security_wait_mean_seconds,security_wait_p95_seconds,immigration_wait_mean_seconds,immigration_wait_p95_seconds,total_queue_wait_mean_seconds,total_queue_wait_p95_seconds,total_queue_wait_exceed_600_rate,total_queue_wait_exceed_900_rate,total_queue_wait_exceed_1200_rate,system_time_mean_seconds,system_time_p95_seconds,security_utilization,immigration_utilization,cutoff_backlog,cutoff_backlog_fraction,cohort_clear_time_after_cutoff_seconds,conservation_pass,run_status,analysis_window_start_seconds,analysis_window_end_seconds,peak_window_end_seconds,security_positive_wait_count,immigration_positive_wait_count,peak_security_waiting_queue,peak_immigration_waiting_queue,peak_total_waiting_queue,security_queue_person_seconds,immigration_queue_person_seconds,total_queue_person_seconds,time_weighted_mean_security_waiting_queue,time_weighted_mean_immigration_waiting_queue,time_weighted_mean_total_waiting_queue
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,16,300.000000000,377.682265286,549,424,56,36,12,21,125,549,0,0,0,14.514458183,33.780705237,3.835547676,7.842199481,18.350005859,41.070409078,0.000000000,0.000000000,0.000000000,53.168187677,75.888590896,0.880971397,0.899849355,125,0.227686703,77.682265286,true,COMPLETE,0,300,364.682265286,483,498,63,15,71,6955.50521405,1430.66104523,8386.16625928,23.1850173802,4.76887015078,27.9538875309
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,17,300.000000000,374.929084336,550,428,57,36,8,21,122,550,0,0,0,18.136867675,33.854964739,3.955697800,7.503507361,22.092565475,41.008657033,0.000000000,0.000000000,0.000000000,56.910747293,75.826838851,0.889057017,0.908108239,122,0.221818182,74.929084336,true,COMPLETE,0,300,361.929084336,514,514,61,15,71,9074.78376609,1518.14153437,10592.9253005,30.2492792203,5.06047178123,35.3097510015
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,18,300.000000000,405.955538258,598,428,100,36,13,21,170,598,0,0,0,22.492959277,55.591150814,4.914570893,9.057433919,27.407530170,64.245620451,0.000000000,0.000000000,0.000000000,62.225711988,99.063802269,0.892768316,0.911899066,170,0.284280936,105.955538258,true,COMPLETE,0,300,392.955538258,562,569,101,19,116,10260.043548,1810.33153842,12070.3750864,34.2001451599,6.03443846141,40.2345836213
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,19,300.000000000,376.758593930,550,426,57,36,10,21,124,550,0,0,0,13.922475604,30.631665826,3.947085392,7.685701067,17.869560996,37.146839478,0.000000000,0.000000000,0.000000000,52.687742814,71.965021296,0.884739827,0.903698538,124,0.225454545,76.758593930,true,COMPLETE,0,300,363.75859393,489,504,59,15,67,6691.11204232,1485.72380558,8176.8358479,22.3037068077,4.95241268526,27.256119493
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,20,300.000000000,395.395693231,581,426,91,36,7,21,155,581,0,0,0,17.143556805,48.342921974,2.705283015,5.969576486,19.848839820,54.429442261,0.000000000,0.000000000,0.000000000,54.667021638,89.247624079,0.890553990,0.909637289,155,0.266781411,95.395693231,true,COMPLETE,0,300,382.395693231,487,510,91,12,98,7489.88436707,870.57369821,8360.45806528,24.9662812236,2.90191232737,27.8681935509
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,21,300.000000000,378.879858447,556,429,60,36,10,21,127,556,0,0,0,14.636835979,32.628675690,4.512030278,8.701762470,19.148866257,40.333561371,0.000000000,0.000000000,0.000000000,53.967048075,75.151743189,0.889384034,0.908442263,127,0.228417266,78.879858447,true,COMPLETE,0,300,365.879858447,520,513,62,17,73,7059.26777556,1745.18442592,8804.45220148,23.5308925852,5.81728141974,29.3481740049
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,22,300.000000000,369.149014919,537,426,40,36,14,21,111,537,0,0,0,14.141394632,27.554968843,4.792506538,9.170704234,18.933901170,34.324042471,0.000000000,0.000000000,0.000000000,53.752082988,69.142224289,0.881634604,0.900526774,111,0.206703911,69.149014919,true,COMPLETE,0,300,356.149014919,500,506,50,18,61,7052.02074498,1907.92432686,8959.94507184,23.5067358166,6.3597477562,29.8664835728
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,23,300.000000000,392.810269830,576,425,84,36,10,21,151,576,0,0,0,19.003746089,48.270247160,3.906055556,7.455226574,22.909801646,55.284045513,0.000000000,0.000000000,0.000000000,57.727983464,90.102227331,0.888701075,0.907744670,151,0.262152778,92.810269830,true,COMPLETE,0,300,379.81026983,536,545,84,15,95,8840.9981603,1395.27808016,10236.2762405,29.4699938677,4.65092693386,34.1209208015
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,24,300.000000000,384.435395639,565,429,63,36,16,21,136,565,0,0,0,22.047656678,38.688978234,5.640654715,10.215602057,27.688311393,46.510665610,0.000000000,0.000000000,0.000000000,62.506493211,81.328847428,0.890719862,0.909806716,136,0.240707965,84.435395639,true,COMPLETE,0,300,371.435395639,527,532,68,20,80,11100.4911633,2252.75802898,13353.2491923,37.0016372109,7.50919342992,44.5108306409
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,25,300.000000000,363.108962628,530,427,33,36,13,21,103,530,0,0,0,11.116612909,19.845088128,4.303318932,7.930651596,15.419931842,27.796426775,0.000000000,0.000000000,0.000000000,50.238113660,62.614608593,0.884616339,0.903572404,103,0.194339623,63.108962628,true,COMPLETE,0,300,350.108962628,494,493,38,16,48,5525.83656801,1724.94664614,7250.78321415,18.4194552267,5.74982215379,24.1692773805
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,26,300.000000000,394.576244678,582,428,78,36,19,21,154,582,0,0,0,29.897855587,48.226053245,6.756069506,13.367596529,36.653925093,57.712153548,0.000000000,0.000000000,0.000000000,71.472106911,92.530335366,0.893939454,0.913095299,154,0.264604811,94.576244678,true,COMPLETE,0,300,381.576244678,546,550,89,28,98,15304.6825932,2710.76175132,18015.4443445,51.0156086438,9.0358725044,60.0514811482
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,27,300.000000000,383.691597895,563,427,70,36,9,21,136,563,0,0,0,23.440629108,38.257837990,3.912729514,7.266565677,27.353358622,45.153385587,0.000000000,0.000000000,0.000000000,62.171540440,79.971567405,0.889287446,0.908343606,136,0.241563055,83.691597895,true,COMPLETE,0,300,370.691597895,526,523,73,16,82,11753.2192959,1445.64373822,13198.8630341,39.1773976531,4.81881246072,43.9962101138
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,28,300.000000000,391.932595937,575,426,83,36,9,21,149,575,0,0,0,19.055605835,46.826662342,3.244629098,6.848596709,22.300234933,53.510463602,0.000000000,0.000000000,0.000000000,57.118416751,88.328645420,0.889144848,0.908197952,149,0.259130435,91.932595937,true,COMPLETE,0,300,378.932595937,486,509,87,14,96,8888.28138611,1112.39232846,10000.6737146,29.6276046204,3.7079744282,33.3355790486
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,29,300.000000000,352.834659171,513,428,20,36,8,21,85,513,0,0,0,9.931339773,18.807702503,3.614505037,6.877365747,13.545844810,24.331515420,0.000000000,0.000000000,0.000000000,48.364026628,59.149697238,0.881175029,0.900057351,85,0.165692008,52.834659171,true,COMPLETE,0,300,339.834659171,477,473,36,16,43,4982.65024741,1466.43045759,6449.08070499,16.608834158,4.88810152529,21.4969356833
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,30,300.000000000,401.123862064,591,424,99,36,11,21,167,591,0,0,0,25.169175519,56.175753095,4.799444675,9.392264870,29.968620193,63.968111947,0.000000000,0.000000000,0.000000000,64.786802011,98.786293765,0.892945676,0.912080226,167,0.282571912,101.123862064,true,COMPLETE,0,300,388.123862064,553,542,100,20,111,12036.4801325,1750.63805701,13787.1181895,40.1216004416,5.83546019005,45.9570606317
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,31,300.000000000,409.465136274,606,429,105,36,15,21,177,606,0,0,0,33.180871213,62.005610953,6.346991870,10.993202036,39.527863083,71.895753308,0.000000000,0.000000000,0.000000000,74.346044901,106.713935126,0.896957261,0.916177774,177,0.292079208,109.465136274,true,COMPLETE,0,300,396.465136274,570,572,111,22,123,16648.2910161,2439.92377225,19088.2147883,55.4943033869,8.13307924084,63.6273826278
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,32,300.000000000,376.030865180,551,429,50,36,15,21,122,551,0,0,0,19.709138517,32.974537334,5.863045701,10.322944559,25.572184217,39.927779155,0.000000000,0.000000000,0.000000000,60.390366035,74.745960973,0.888063786,0.907093725,122,0.221415608,76.030865180,true,COMPLETE,0,300,363.03086518,515,518,60,20,69,10015.8350717,2399.92580126,12415.760873,33.3861169057,7.99975267087,41.3858695765
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,33,300.000000000,389.502690959,573,428,79,36,9,21,145,573,0,0,0,19.495173394,44.567270993,3.847059558,7.245695929,23.342232952,51.741554875,0.000000000,0.000000000,0.000000000,58.160414770,86.559736693,0.891579790,0.910685071,145,0.253054101,89.502690959,true,COMPLETE,0,300,376.502690959,518,546,82,15,92,9309.82989013,1401.73004205,10711.5599322,31.0327663004,4.67243347349,35.7051997739
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,34,300.000000000,398.115360883,587,428,87,36,15,21,159,587,0,0,0,26.497180050,52.400650499,5.666547239,10.473173804,32.163727289,61.905412613,0.000000000,0.000000000,0.000000000,66.981909107,96.723594431,0.893604243,0.912752906,159,0.270868825,98.115360883,true,COMPLETE,0,300,385.115360883,551,556,95,20,104,13123.1566615,2197.32472936,15320.4813908,43.7438555382,7.32441576452,51.0682713027
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,35,300.000000000,374.502972463,548,429,50,36,12,21,119,548,0,0,0,11.707916304,28.437331157,3.999211002,7.454228451,15.707127307,36.154348622,0.000000000,0.000000000,0.000000000,50.525309125,70.972530440,0.886831979,0.905835521,119,0.217153285,74.502972463,true,COMPLETE,0,300,361.502972463,498,514,54,15,65,5591.94040497,1549.70424486,7141.64464982,18.6398013499,5.16568081619,23.8054821661
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,36,300.000000000,387.271942947,567,424,75,36,11,21,143,567,0,0,0,21.349963675,45.001368468,3.494649950,7.036454667,24.844613625,51.876956243,0.000000000,0.000000000,0.000000000,59.662795443,86.695138061,0.887325741,0.906339864,143,0.252204586,87.271942947,true,COMPLETE,0,300,374.271942947,505,510,78,14,86,10417.5409497,1245.8822755,11663.4232252,34.7251364989,4.15294091834,38.8780774172
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,37,300.000000000,379.780010275,556,427,65,36,7,21,129,556,0,0,0,17.210077301,38.987886450,4.550138002,8.764255869,21.760215303,47.044212325,0.000000000,0.000000000,0.000000000,56.578397121,81.862394143,0.887276023,0.906289080,129,0.232014388,79.780010275,true,COMPLETE,0,300,366.780010275,519,513,69,18,80,8414.78719211,1735.30867231,10150.0958644,28.0492906404,5.78436224104,33.8336528814
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,38,300.000000000,380.379357627,550,418,65,36,10,21,132,550,0,0,0,22.019965862,38.958211926,3.610479370,7.262074667,25.630445232,45.368261160,0.000000000,0.000000000,0.000000000,60.448627050,80.186442978,0.876318146,0.895096392,132,0.240000000,80.379357627,true,COMPLETE,0,300,367.379357627,478,480,70,15,79,10869.6944855,1295.73926642,12165.4337519,36.2323149515,4.31913088807,40.5514458396
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,39,300.000000000,394.863209740,581,428,87,36,9,21,153,581,0,0,0,24.286193275,50.092782961,4.060797928,7.870334704,28.346991204,57.630953306,0.000000000,0.000000000,0.000000000,63.165173022,92.449135124,0.891754925,0.910863959,153,0.263339071,94.863209740,true,COMPLETE,0,300,381.86320974,528,548,90,16,100,11839.7887652,1467.2301758,13307.018941,39.4659625508,4.89076725267,44.3567298034
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,40,300.000000000,404.349550656,596,427,102,36,10,21,169,596,0,0,0,26.410391362,57.044605234,4.499994789,8.412720540,30.910386151,65.467530476,0.000000000,0.000000000,0.000000000,65.728567969,100.285712294,0.893316490,0.912458986,169,0.283557047,104.349550656,true,COMPLETE,0,300,391.349550656,560,553,103,18,112,12607.5099986,1606.09171271,14213.6017114,42.0250333288,5.35363904238,47.3786723712
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,41,300.000000000,383.023283337,562,426,71,36,8,21,136,562,0,0,0,22.654165815,42.967854779,3.398716923,6.831187654,26.052882738,49.211955766,0.000000000,0.000000000,0.000000000,60.871064556,84.030137584,0.889256803,0.908312306,136,0.241992883,83.023283337,true,COMPLETE,0,300,370.023283337,466,513,74,15,84,11289.9613463,1227.84162144,12517.8029677,37.6332044876,4.09280540479,41.7260098924
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,42,300.000000000,401.093140972,591,428,94,36,12,21,163,591,0,0,0,30.519884883,56.206632241,4.154809824,7.746285774,34.674694706,63.797378273,0.000000000,0.000000000,0.000000000,69.492876524,98.615560091,0.893014070,0.912150086,163,0.275803723,101.093140972,true,COMPLETE,0,300,388.093140972,555,563,98,15,107,15255.6940683,1482.04595527,16737.7400235,50.8523135609,4.94015318422,55.7924667451
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,43,300.000000000,384.279235744,562,427,66,36,12,21,135,562,0,0,0,22.222016370,39.140469699,3.892537388,7.766956969,26.114553758,45.883911428,0.000000000,0.000000000,0.000000000,60.932735576,80.702093246,0.886350416,0.905343640,135,0.240213523,84.279235744,true,COMPLETE,0,300,371.279235744,502,517,69,17,79,11054.1631551,1441.18454697,12495.3477021,36.8472105171,4.8039484899,41.651159007
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,44,300.000000000,403.196860816,591,425,101,36,8,21,166,591,0,0,0,25.718215306,57.934455652,3.935509883,7.507709782,29.653725189,64.810293400,0.000000000,0.000000000,0.000000000,64.471907007,99.628475218,0.888354680,0.907390851,166,0.280879865,103.196860816,true,COMPLETE,0,300,390.196860816,553,559,101,15,109,12192.6396901,1358.73493163,13551.3746218,40.6421323004,4.52911643877,45.1712487392
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,45,300.000000000,411.125786211,609,429,110,36,13,21,180,609,0,0,0,31.369417822,64.774336333,4.936209959,9.199673132,36.305627782,71.780154733,0.000000000,0.000000000,0.000000000,71.123809600,106.598336551,0.897756651,0.916994294,180,0.295566502,111.125786211,true,COMPLETE,0,300,398.125786211,573,574,112,19,125,15260.6204584,1781.61628664,17042.236745,50.8687348612,5.93872095546,56.8074558167
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,46,300.000000000,386.041841968,564,425,62,36,20,21,139,564,0,0,0,18.053179373,41.219765034,6.099850761,11.885081087,24.153030134,49.567043622,0.000000000,0.000000000,0.000000000,58.971211952,84.385225440,0.885443350,0.904417136,139,0.246453901,86.041841968,true,COMPLETE,0,300,373.041841968,525,531,74,23,84,8764.19030097,2448.80881348,11212.9991144,29.2139676699,8.16269604492,37.3766637148
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,47,300.000000000,358.608965153,521,424,30,36,10,21,97,521,0,0,0,8.115897380,20.021633914,2.605065749,5.708433313,10.720963129,25.014114037,0.000000000,0.000000000,0.000000000,45.539144947,59.832295855,0.880506642,0.899374642,97,0.186180422,58.608965153,true,COMPLETE,0,300,345.608965153,404,445,37,12,44,3924.49714349,980.633447091,4905.13059058,13.081657145,3.26877815697,16.3504353019
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,48,300.000000000,375.071942142,548,426,54,36,11,21,122,548,0,0,0,19.482904238,33.587058802,4.070400523,7.786493385,23.553304761,40.912584766,0.000000000,0.000000000,0.000000000,58.371486579,75.730766584,0.885486689,0.904461404,122,0.222627737,75.071942142,true,COMPLETE,0,300,362.071942142,495,503,59,16,69,9777.70168478,1543.13708943,11320.8387742,32.5923389493,5.14379029811,37.7361292474
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,49,300.000000000,387.520436238,569,429,72,36,11,21,140,569,0,0,0,25.529330687,42.503589836,4.551638855,8.539698920,30.080969542,49.763570026,0.000000000,0.000000000,0.000000000,64.899151360,84.581751844,0.889884642,0.908953599,140,0.246045694,87.520436238,true,COMPLETE,0,300,374.520436238,528,536,74,16,84,12921.0239775,1727.75244991,14648.7764274,43.070079925,5.75917483303,48.829254758
1.0,OP_CONFIRM_EXACT95_HIGH_REFERENCE_ASSUMPTION_SANDBOX_V1,eed4ac1694a3cbb110169bff620757a2aa7b14be5e0738f9318b5c1a3c59b08f,TASK3_OPERATIONAL_POOLED_V1,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,50,300.000000000,400.107643702,589,429,87,36,16,21,160,589,0,0,0,23.164409025,50.693213876,6.283125095,11.230151843,29.447534120,60.586302345,0.000000000,0.000000000,0.000000000,64.265715938,95.404484163,0.892184147,0.911302379,160,0.271646859,100.107643702,true,COMPLETE,0,300,387.107643702,544,555,91,20,107,11136.0647476,2470.56974054,13606.6344882,37.1202158254,8.23523246847,45.3554482939
1.0,OP_AVAIL_EXACT95_LOW_CAPACITY_AVAIL_SECURITY_MINUS_4,1f8092810bbef01772ff3ebb85a2552e0d06505aad1d15e7efe3bd284da3ac20,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_SECURITY_MINUS_4,LOCAL_WINDOW_HPP_EXACT95_LOW,1,300.000000000,333.378284734,313,277,0,22,0,14,36,313,0,0,0,0.013259170,0.000000000,0.034405505,0.000000000,0.047664674,0.000000000,0.000000000,0.000000000,0.000000000,34.865846492,34.818181818,0.640140947,0.581207336,36,0.115015974,33.378284734,true,COMPLETE,0,300,320.378284734,8,7,2,4,4,4.150120178,10.768922907,14.919043085,0.0138337339267,0.03589640969,0.0497301436167
