schema_version,study_id,scenario_id,input_sample_id,metric,estimand,n_replications,mean,standard_deviation,standard_error,ci_level,ci_low,ci_high,analysis_status
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SECURITY_MINUS_4,LOCAL_WINDOW_HPP_EXACT95_HIGH,time_weighted_mean_total_waiting_queue,MEAN_OF_REPLICATION_LEVEL_METRIC,50,62.0362242067,11.171683908,1.57991468972,0.95,58.8612667694,65.2111816439,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SECURITY_MINUS_4,LOCAL_WINDOW_HPP_EXACT95_HIGH,total_queue_wait_p95_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,50,83.8626133335,14.7580691711,2.08710615762,0.95,79.6684164819,88.0568101851,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SECURITY_MINUS_4,LOCAL_WINDOW_HPP_EXACT95_HIGH,cutoff_backlog,MEAN_OF_REPLICATION_LEVEL_METRIC,50,181.64,23.4553505492,3.3170874857,0.95,174.974063129,188.305936871,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SECURITY_MINUS_4,LOCAL_WINDOW_HPP_EXACT95_HIGH,cohort_clear_time_after_cutoff_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,50,122.635637459,15.9088081182,2.24984522019,0.95,118.114404217,127.156870701,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SECURITY_MINUS_4,LOCAL_WINDOW_HPP_EXACT95_HIGH,security_utilization,MEAN_OF_REPLICATION_LEVEL_METRIC,50,0.9202799867,0.00525738084814,0.0007435059298,0.95,0.918785855595,0.921774117805,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SECURITY_MINUS_4,LOCAL_WINDOW_HPP_EXACT95_HIGH,immigration_utilization,MEAN_OF_REPLICATION_LEVEL_METRIC,50,0.83555579746,0.00477336799375,0.000675056175496,0.95,0.834199221286,0.836912373634,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_LOW,peak_security_waiting_queue,MEAN_OF_REPLICATION_LEVEL_METRIC,50,0.12,0.520596204523,0.0736234212956,0.95,-0.0279518043083,0.267951804308,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_LOW,peak_immigration_waiting_queue,MEAN_OF_REPLICATION_LEVEL_METRIC,50,3.8,2.08003139694,0.294160861171,0.95,3.20886161766,4.39113838234,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_LOW,peak_total_waiting_queue,MEAN_OF_REPLICATION_LEVEL_METRIC,50,3.8,2.08003139694,0.294160861171,0.95,3.20886161766,4.39113838234,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_LOW,time_weighted_mean_security_waiting_queue,MEAN_OF_REPLICATION_LEVEL_METRIC,50,0.000882100825933,0.00363762312822,0.000514437596273,0.95,-0.000151700228584,0.00191590188045,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_LOW,time_weighted_mean_immigration_waiting_queue,MEAN_OF_REPLICATION_LEVEL_METRIC,50,0.0999205881305,0.120616480383,0.0170577462404,0.95,0.0656417636845,0.134199412576,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_LOW,time_weighted_mean_total_waiting_queue,MEAN_OF_REPLICATION_LEVEL_METRIC,50,0.100802688956,0.123642690852,0.0174857170291,0.95,0.0656638250114,0.135941552901,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_LOW,total_queue_wait_p95_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,50,0.79425900572,1.02646741951,0.1451644146,0.95,0.502540192828,1.08597781861,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_LOW,cutoff_backlog,MEAN_OF_REPLICATION_LEVEL_METRIC,50,33.86,6.82734597492,0.965532527274,0.95,31.9196897425,35.8003102575,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_LOW,cohort_clear_time_after_cutoff_seconds,MEAN_OF_REPLICATION_LEVEL_METRIC,50,34.0583166969,1.25904537685,0.178055904759,0.95,33.7004999599,34.4161334339,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_LOW,security_utilization,MEAN_OF_REPLICATION_LEVEL_METRIC,50,0.51850864184,0.0332562494867,0.00470314390577,0.95,0.50905732031,0.52795996337,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_EXACT95_LOW,immigration_utilization,MEAN_OF_REPLICATION_LEVEL_METRIC,50,0.61788946472,0.0396303638844,0.00560457980871,0.95,0.606626639922,0.629152289518,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_BASE,peak_security_waiting_queue,MEAN_OF_REPLICATION_LEVEL_METRIC,50,8.38,5.08655691254,0.719347777149,0.95,6.93441652016,9.82558347984,COMPLETE
