schema_version,study_id,scenario_id,reference_scenario_id,scenario_input_sample_id,reference_input_sample_id,metric,difference_direction,comparison_method,alignment_status,n_scenario,n_reference,difference_mean,standard_error,degrees_of_freedom,ci_level,ci_low,ci_high,analysis_status
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,time_weighted_mean_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,-2.80664380625e-15,4.02970607891e-15,49,0.95,-1.09046413553e-14,5.29135374284e-15,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,time_weighted_mean_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,27.3091466412,0.179814366464,49,0.95,26.947796143,27.6704971393,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,time_weighted_mean_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,27.3091466412,0.179814366464,49,0.95,26.947796143,27.6704971393,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,total_queue_wait_p95_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,53.8465752408,0.437935314757,49,0.95,52.9665112768,54.7266392048,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,cutoff_backlog,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,58.12,0.336415680675,49,0.95,57.4439473787,58.7960526213,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,cohort_clear_time_after_cutoff_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,56.8509339987,0.430690254194,49,0.95,55.985429529,57.7164384684,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,security_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,-0.11346832258,0.00054810612017,49,0.95,-0.114569783066,-0.112366862094,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,immigration_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.0161962863,0.000568900629921,49,0.95,0.0150530376817,0.0173395349183,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,peak_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.88,0.195124240902,49,0.95,0.487883157319,1.27211684268,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,peak_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,2.4,0.124539969815,49,0.95,2.14972756063,2.65027243937,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,peak_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,2.44,0.121755861444,49,0.95,2.19532243587,2.68467756413,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,time_weighted_mean_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.0147374390224,0.00632044604702,49,0.95,0.00203602715869,0.0274388508861,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,time_weighted_mean_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.0775298270747,0.00984084391844,49,0.95,0.0577539108237,0.0973057433256,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,time_weighted_mean_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.0922672660971,0.0148581864713,49,0.95,0.0624086224957,0.122125909698,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,total_queue_wait_p95_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.73172399266,0.123433828764,49,0.95,0.483674426953,0.979773558367,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,cutoff_backlog,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.06,0.06,49,0.95,-0.0605745142278,0.180574514228,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,cohort_clear_time_after_cutoff_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.23905930126,0.0918047715404,49,0.95,0.0545707057222,0.423547896798,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,security_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.06442673946,0.000569129202343,49,0.95,0.0632830315082,0.0655704474118,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,immigration_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.08787479324,0.000776647447711,49,0.95,0.0863140617611,0.0894355247189,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,peak_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,6.28,0.453593362799,49,0.95,5.36847001039,7.19152998961,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,peak_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,6.5,0.66899254137,49,0.95,5.15560915504,7.84439084496,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,peak_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,10.1,0.929889174876,49,0.95,8.2313177409,11.9686822591,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,time_weighted_mean_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,2.23156434598,0.319165520089,49,0.95,1.59017722027,2.8729514717,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,time_weighted_mean_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,3.04377511728,0.323184890966,49,0.95,2.39431076338,3.69323947118,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,time_weighted_mean_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,5.27533946326,0.575740143913,49,0.95,4.11834632704,6.43233259949,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,total_queue_wait_p95_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,8.39080812066,0.674304599067,49,0.95,7.03574229609,9.74587394523,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,cutoff_backlog,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,8.46,1.22864119403,49,0.95,5.99095308116,10.9290469188,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,cohort_clear_time_after_cutoff_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,8.22064946014,1.01794040799,49,0.95,6.17502162338,10.2662772969,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,security_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.07285344766,0.00208992748132,49,0.95,0.0686535811461,0.0770533141739,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,immigration_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.10536619088,0.00208587097928,49,0.95,0.101174476212,0.109557905548,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,peak_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,50.5,0.337154963463,49,0.95,49.8224617343,51.1775382657,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,peak_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,20.28,0.314337658045,49,0.95,19.6483148263,20.9116851737,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,peak_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,65,0.363654916039,49,0.95,64.2692080859,65.7307919141,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,time_weighted_mean_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,25.2816434201,0.237189080472,49,0.95,24.8049941175,25.7582927227,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,time_weighted_mean_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,6.2846301303,0.135499038047,49,0.95,6.01233461879,6.55692564182,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,time_weighted_mean_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,31.5662735504,0.208728342352,49,0.95,31.1468182423,31.9857288585,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,total_queue_wait_p95_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,54.2482938681,0.430934708469,49,0.95,53.3822981491,55.1142895871,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,cutoff_backlog,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,58.6,0.271052370872,49,0.95,58.0552998675,59.1447001325,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,cohort_clear_time_after_cutoff_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,57.3934745708,0.427435040847,49,0.95,56.5345116972,58.2524374444,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,security_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,-0.01753006848,0.000483034895571,49,0.95,-0.0185007634448,-0.0165593735152,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,immigration_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.01507838016,0.000488906717807,49,0.95,0.0140958853266,0.0160608749934,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,peak_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,2.06,0.298854957654,49,0.95,1.45942847761,2.66057152239,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,peak_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,3.24,0.1295518177,49,0.95,2.97965587522,3.50034412478,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,peak_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,3.36,0.133278900454,49,0.95,3.09216602202,3.62783397798,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,time_weighted_mean_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.049029462093,0.0150784700422,49,0.95,0.0187281420824,0.0793307821036,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,time_weighted_mean_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.151864890931,0.017763066633,49,0.95,0.11616867209,0.187561109772,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,time_weighted_mean_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.200894353024,0.0312104920402,49,0.95,0.138174521082,0.263614184967,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,total_queue_wait_p95_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,1.48472068194,0.18405091714,49,0.95,1.11485651648,1.8545848474,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,cutoff_backlog,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.12,0.0839825054669,49,0.95,-0.0487691633383,0.288769163338,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,cohort_clear_time_after_cutoff_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.39126993658,0.137924661434,49,0.95,0.114099952373,0.668439920787,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,security_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.1030272201,0.000916595232551,49,0.95,0.101185253018,0.104869187182,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_EXACT95_LOW,LOCAL_WINDOW_HPP_EXACT95_LOW,immigration_utilization,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,0.12391875846,0.00110116291015,49,0.95,0.121705888744,0.126131628176,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,peak_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,13.44,0.999248697364,49,0.95,11.431934562,15.448065438,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,peak_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,10.36,0.720974397349,49,0.95,8.91114770448,11.8088522955,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,peak_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,21.42,1.56155077289,49,0.95,18.2819462353,24.5580537647,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,time_weighted_mean_security_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,6.1923981595,0.696686096507,49,0.95,4.7923550319,7.59244128709,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,time_weighted_mean_immigration_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,4.92825046014,0.331133608695,49,0.95,4.26281255993,5.59368836036,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,time_weighted_mean_total_waiting_queue,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,11.1206486196,0.941681028025,49,0.95,9.22826974444,13.0130274948,COMPLETE
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CAPACITY_AVAIL_SEVERE_JOINT_30_17,REFERENCE_ASSUMPTION_SANDBOX_V1,LOCAL_WINDOW_HPP_BASE,LOCAL_WINDOW_HPP_BASE,total_queue_wait_p95_seconds,SCENARIO_MINUS_REFERENCE,PAIRED_STUDENT_T,PASS,50,50,17.1556853083,1.17246181728,49,0.95,14.7995350738,19.5118355428,COMPLETE
