schema_version,config_id,config_sha256,model_version,scenario_id,input_sample_id,replication_id,arrival_cutoff_seconds,drain_end_seconds,arrivals,completed_at_cutoff,security_queue_at_cutoff,security_in_service_at_cutoff,immigration_queue_at_cutoff,immigration_in_service_at_cutoff,wip_at_cutoff,completed_after_drain,rejected_or_dropped_count,technology_count,additional_check_count,security_wait_mean_seconds,security_wait_p95_seconds,immigration_wait_mean_seconds,immigration_wait_p95_seconds,total_queue_wait_mean_seconds,total_queue_wait_p95_seconds,total_queue_wait_exceed_600_rate,total_queue_wait_exceed_900_rate,total_queue_wait_exceed_1200_rate,system_time_mean_seconds,system_time_p95_seconds,security_utilization,immigration_utilization,cutoff_backlog,cutoff_backlog_fraction,cohort_clear_time_after_cutoff_seconds,conservation_pass,run_status
1.0,OP_AVAIL_MLE_BASE_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,01537ae28094b776ba547aac84a146217f6fda92b8c6379ea55746cde1b4c754,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_BASE,31,300.000000000,345.337290332,425,363,0,35,9,18,62,425,0,0,0,0.706755577,5.500617391,3.951362779,9.596574894,4.658118356,13.645253822,0.000000000,0.000000000,0.000000000,39.476300174,48.463435640,0.745867199,0.888825079,62,0.145882353,45.337290332,true,COMPLETE
1.0,OP_AVAIL_MLE_BASE_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,01537ae28094b776ba547aac84a146217f6fda92b8c6379ea55746cde1b4c754,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_BASE,32,300.000000000,341.449810648,395,335,0,29,13,18,60,395,0,0,0,0.092584783,0.736922897,1.841622197,6.889515031,1.934206979,6.903827627,0.000000000,0.000000000,0.000000000,36.752388797,41.722009445,0.701110183,0.835489635,60,0.151898734,41.449810648,true,COMPLETE
1.0,OP_AVAIL_MLE_BASE_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,01537ae28094b776ba547aac84a146217f6fda92b8c6379ea55746cde1b4c754,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_BASE,33,300.000000000,342.828519755,428,369,0,28,13,18,59,428,0,0,0,0.252568882,1.747668934,6.966202541,13.558921630,7.218771423,14.133489671,0.000000000,0.000000000,0.000000000,42.036953241,48.951671489,0.756628823,0.901649347,59,0.137850467,42.828519755,true,COMPLETE
1.0,OP_AVAIL_MLE_BASE_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,01537ae28094b776ba547aac84a146217f6fda92b8c6379ea55746cde1b4c754,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_BASE,34,300.000000000,347.453048921,426,360,5,36,7,18,66,426,0,0,0,0.293635486,2.795498228,2.616986629,8.493503682,2.910622115,11.444429163,0.000000000,0.000000000,0.000000000,37.728803933,46.262610981,0.743069658,0.885491342,66,0.154929577,47.453048921,true,COMPLETE
1.0,OP_AVAIL_MLE_BASE_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,01537ae28094b776ba547aac84a146217f6fda92b8c6379ea55746cde1b4c754,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_BASE,35,300.000000000,360.762598077,451,372,14,36,11,18,79,451,0,0,0,0.714420340,4.388955314,6.481712221,14.644115241,7.196132561,18.224663811,0.000000000,0.000000000,0.000000000,42.014314379,53.042845629,0.757654299,0.902871373,79,0.175166297,60.762598077,true,COMPLETE
1.0,OP_AVAIL_MLE_BASE_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,01537ae28094b776ba547aac84a146217f6fda92b8c6379ea55746cde1b4c754,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_BASE,36,300.000000000,337.485430772,414,362,0,32,2,18,52,414,0,0,0,0.019958639,0.000000000,2.367822570,6.350290836,2.387781209,6.370652322,0.000000000,0.000000000,0.000000000,37.205963027,41.188834140,0.743466437,0.885964171,52,0.125603865,37.485430772,true,COMPLETE
1.0,OP_AVAIL_MLE_BASE_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,01537ae28094b776ba547aac84a146217f6fda92b8c6379ea55746cde1b4c754,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_BASE,37,300.000000000,339.106219354,408,353,0,31,6,18,55,408,0,0,0,0.224417226,1.819087687,3.075121733,10.185489875,3.299538959,10.729903880,0.000000000,0.000000000,0.000000000,38.117720777,45.548085698,0.729189597,0.868950936,55,0.134803922,39.106219354,true,COMPLETE
1.0,OP_AVAIL_MLE_BASE_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,01537ae28094b776ba547aac84a146217f6fda92b8c6379ea55746cde1b4c754,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_BASE,38,300.000000000,335.743759459,406,358,0,23,7,18,48,406,0,0,0,0.038421401,0.000106175,2.894206484,8.024813212,2.932627885,8.222853885,0.000000000,0.000000000,0.000000000,37.750809703,43.041035703,0.732882143,0.873351221,48,0.118226601,35.743759459,true,COMPLETE
1.0,OP_AVAIL_MLE_BASE_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,01537ae28094b776ba547aac84a146217f6fda92b8c6379ea55746cde1b4c754,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_BASE,39,300.000000000,345.087175709,388,323,6,36,5,18,65,388,0,0,0,0.304203842,2.636532528,2.377267869,6.754248630,2.681471711,8.719024688,0.000000000,0.000000000,0.000000000,37.499653529,43.537206506,0.681426410,0.812033138,65,0.167525773,45.087175709,true,COMPLETE
1.0,OP_AVAIL_MLE_BASE_CAPACITY_AVAIL_IMMIGRATION_MINUS_3,01537ae28094b776ba547aac84a146217f6fda92b8c6379ea55746cde1b4c754,TASK3_OPERATIONAL_POOLED_V1,CAPACITY_AVAIL_IMMIGRATION_MINUS_3,LOCAL_WINDOW_HPP_BASE,40,300.000000000,343.886767291,399,341,0,32,8,18,58,399,0,0,0,0.185522511,0.000000000,1.776123327,6.026894630,1.961645838,7.686727779,0.000000000,0.000000000,0.000000000,36.779827656,42.504909597,0.703191297,0.837969629,58,0.145363409,43.886767291,true,COMPLETE
